req_id,client_id,send_time_rel
0,0,0.0
1753,1,0.0
3555,2,0.0
5394,3,0.0
7168,4,0.0
9027,5,0.0
10711,6,0.0
12578,7,0.0
14439,8,0.0
16272,9,0.0
1754,1,0.005515
1755,1,0.008381
1756,1,0.010162
3556,2,0.012354
12579,7,0.020507
5395,3,0.025389
3557,2,0.028527
16273,9,0.043162
12580,7,0.043743
7169,4,0.047457
14440,8,0.049698
1757,1,0.049869
7170,4,0.052549
5396,3,0.054375
12581,7,0.058954
14441,8,0.066898
3558,2,0.068716
1,0,0.08014
16274,9,0.086195
9028,5,0.091271
7171,4,0.092574
10712,6,0.099472
5397,3,0.100167
1758,1,0.101665
3559,2,0.104587
12582,7,0.108359
5398,3,0.111789
7172,4,0.112928
16275,9,0.114396
1759,1,0.115139
9029,5,0.12354
3560,2,0.123688
14442,8,0.124684
3561,2,0.126684
12583,7,0.129358
12584,7,0.130149
16276,9,0.137448
10713,6,0.137905
14443,8,0.151319
3562,2,0.153057
5399,3,0.153444
2,0,0.158013
1760,1,0.159889
5400,3,0.160033
14444,8,0.160596
7173,4,0.16339
1761,1,0.163905
9030,5,0.164254
7174,4,0.165867
5401,3,0.169491
9031,5,0.169815
5402,3,0.173257
7175,4,0.178849
5403,3,0.186049
10714,6,0.192095
16277,9,0.196132
9032,5,0.196968
1762,1,0.199531
5404,3,0.209934
16278,9,0.21317
3563,2,0.215803
1763,1,0.217524
5405,3,0.223609
3,0,0.237505
10715,6,0.239927
9033,5,0.242592
10716,6,0.242913
7176,4,0.245152
14445,8,0.245193
4,0,0.246832
14446,8,0.247391
5,0,0.249713
9034,5,0.251994
1764,1,0.25254
16279,9,0.254109
14447,8,0.255346
14448,8,0.258748
3564,2,0.259522
7177,4,0.262257
10717,6,0.262709
16280,9,0.266231
9035,5,0.269354
14449,8,0.275051
9036,5,0.283394
9037,5,0.288493
6,0,0.298135
7178,4,0.306997
12585,7,0.309768
9038,5,0.314928
3565,2,0.317205
10718,6,0.319643
16281,9,0.320015
14450,8,0.323254
5406,3,0.329439
3566,2,0.330525
16282,9,0.331849
14451,8,0.341301
7,0,0.345134
16283,9,0.352702
3567,2,0.354177
7179,4,0.355723
7180,4,0.356224
12586,7,0.359579
12587,7,0.365476
1765,1,0.366274
16284,9,0.379156
7181,4,0.37935
5407,3,0.381927
14452,8,0.382679
16285,9,0.388379
1766,1,0.390469
14453,8,0.395521
9039,5,0.398562
9040,5,0.400498
7182,4,0.401334
7183,4,0.403129
14454,8,0.405432
7184,4,0.417431
7185,4,0.423717
7186,4,0.429926
1767,1,0.432065
16286,9,0.437049
3568,2,0.438592
7187,4,0.440795
10719,6,0.441799
16287,9,0.445676
8,0,0.449277
5408,3,0.450231
9,0,0.45192
9041,5,0.451985
10720,6,0.455547
3569,2,0.462778
3570,2,0.46345
1768,1,0.467863
1769,1,0.467997
10721,6,0.46903
16288,9,0.472083
5409,3,0.474142
1770,1,0.47543
10722,6,0.478759
10723,6,0.483556
12588,7,0.485334
14455,8,0.485813
16289,9,0.485957
10,0,0.486805
1771,1,0.488105
11,0,0.489153
14456,8,0.4973
12589,7,0.502691
7188,4,0.508069
7189,4,0.50846
12590,7,0.509476
7190,4,0.515488
1772,1,0.519197
9042,5,0.519568
7191,4,0.52492
12,0,0.525454
9043,5,0.530164
3571,2,0.530572
14457,8,0.532566
14458,8,0.532967
12591,7,0.535817
16290,9,0.538872
1773,1,0.541937
10724,6,0.549189
12592,7,0.55045
5410,3,0.553116
12593,7,0.554048
12594,7,0.556849
7192,4,0.562561
3572,2,0.562623
12595,7,0.564361
9044,5,0.567081
14459,8,0.579418
7193,4,0.580213
13,0,0.583165
7194,4,0.586808
7195,4,0.592834
14,0,0.596062
12596,7,0.604185
12597,7,0.605856
14460,8,0.612956
16291,9,0.614745
7196,4,0.61476
3573,2,0.618922
9045,5,0.62325
14461,8,0.625189
3574,2,0.626149
10725,6,0.630553
16292,9,0.631897
3575,2,0.63297
15,0,0.637114
12598,7,0.638605
10726,6,0.63961
16293,9,0.641376
16,0,0.64224
17,0,0.645293
1774,1,0.650347
5411,3,0.650677
16294,9,0.65313
16295,9,0.654483
18,0,0.655799
16296,9,0.659126
9046,5,0.662211
16297,9,0.663943
5412,3,0.66424
7197,4,0.668504
16298,9,0.669069
14462,8,0.671771
12599,7,0.67198
5413,3,0.672963
16299,9,0.673902
12600,7,0.674281
14463,8,0.674514
10727,6,0.676066
16300,9,0.676126
5414,3,0.678153
12601,7,0.680112
5415,3,0.680544
1775,1,0.680874
16301,9,0.682453
9047,5,0.683019
7198,4,0.685277
19,0,0.685839
5416,3,0.691553
20,0,0.699605
10728,6,0.70131
7199,4,0.710088
12602,7,0.713905
9048,5,0.721252
9049,5,0.725021
9050,5,0.732912
1776,1,0.733568
14464,8,0.735016
1777,1,0.740522
21,0,0.741184
5417,3,0.741718
5418,3,0.744135
10729,6,0.744197
9051,5,0.744245
7200,4,0.745018
14465,8,0.745903
3576,2,0.746485
22,0,0.748637
