req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
1,0.030303030303030304,site2,10.100.40.30:8010,chronostiny,diasbp,1772388972.3079174,1772388972.3274853,1772388972.563155,262.30454444885254,230.114057,0.019208,5.47983,72.25202941894531,56.0
3,0.06060606060606061,site2,10.100.40.30:8010,chronostiny,gestureclass,1772388972.3382633,1772388972.572824,1772388972.5866587,253.17835807800293,6.609597,0.0035540000000000003,7.174021,4.0,4.0
4,0.07575757575757576,site2,10.100.40.30:8010,chronostiny,sysbp,1772388972.3535542,1772388972.5938797,1772388972.601069,251.94382667541504,6.483505,0.003194,0.6683060000000001,128.3850860595703,98.0
0,0.015151515151515152,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.2927756,1772388972.3213737,1772388972.6084902,321.8569755554199,276.052031,0.003575,11.015706999999999,0.0,0.0
8,0.13636363636363635,site2,10.100.40.30:8010,chronostiny,diasbp,1772388972.4139416,1772388972.6080031,1772388972.615072,205.48057556152344,6.291198,0.0036780000000000003,0.735688,72.25202941894531,56.0
2,0.045454545454545456,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.323172,1772388972.6168506,1772388972.6320195,312.6206398010254,14.846810999999999,0.003024,0.291385,0.0,0.0
12,0.19696969696969696,site2,10.100.40.30:8010,chronostiny,gestureclass,1772388972.4744916,1772388972.6223114,1772388972.6355894,165.36402702331543,11.354239,0.0045449999999999996,1.870269,4.0,4.0
5,0.09090909090909091,site2,10.100.40.30:8000,momentbase,diasbp,1772388972.3684857,1772388972.6379383,1772388972.6554015,289.92152214050293,15.034317,0.002555,2.3969329999999998,70.45740509033203,56.0
13,0.21212121212121213,site2,10.100.40.30:8010,chronostiny,sysbp,1772388972.48973,1772388972.6426988,1772388972.655267,169.9533462524414,11.597641000000001,0.004305000000000001,0.917103,128.3850860595703,98.0
19,0.30303030303030304,site2,10.100.40.30:8010,chronostiny,gestureclass,1772388972.5806556,1772388972.6624978,1772388972.6747098,98.6776351928711,11.214058000000001,0.003638,0.948578,4.0,4.0
6,0.10606060606060606,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.383667,1772388972.6600978,1772388972.6853113,305.07731437683105,24.865361,0.003254,0.315276,0.0,0.0
20,0.3181818181818182,site2,10.100.40.30:8010,chronostiny,sysbp,1772388972.5957127,1772388972.6817644,1772388972.6943376,103.08003425598145,11.724335,0.003505,0.8047949999999999,128.3850860595703,98.0
7,0.12121212121212122,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.3987668,1772388972.6912282,1772388972.7077723,313.2455348968506,16.230773,0.002672,0.282081,0.0,0.0
26,0.4090909090909091,site2,10.100.40.30:8010,chronostiny,gestureclass,1772388972.6866145,1772388972.7012382,1772388972.7137733,31.397342681884766,11.629176999999999,0.003329,0.8591869999999999,4.0,4.0
9,0.15151515151515152,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.4290733,1772388972.7149282,1772388972.7281344,303.3485412597656,12.879313999999999,0.0029960000000000004,0.294677,0.0,0.0
28,0.4393939393939394,site2,10.100.40.30:8010,chronostiny,diasbp,1772388972.716801,1772388972.7207065,1772388972.7326589,19.97065544128418,10.886052,0.00464,1.019258,72.25202941894531,56.0
10,0.16666666666666669,site2,10.100.40.30:8000,momentbase,diasbp,1772388972.4442368,1772388972.7348232,1772388972.7517385,311.71488761901855,12.834983,0.002865,4.047669,68.84363555908203,56.0
29,0.4545454545454546,site2,10.100.40.30:8010,chronostiny,sysbp,1772388972.7319624,1772388972.7394304,1772388972.7496908,22.289276123046875,9.276613,0.004376,0.929595,128.3850860595703,98.0
11,0.18181818181818182,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.4593303,1772388972.7586854,1772388972.7732177,318.4967041015625,14.194023,0.002542,0.30513300000000004,0.0,0.0
14,0.2272727272727273,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.504903,1772388972.780016,1772388972.7943654,293.75195503234863,14.038548,0.002227,0.28015100000000004,0.0,0.0
15,0.24242424242424243,site2,10.100.40.30:8000,momentbase,diasbp,1772388972.5199862,1772388972.8011463,1772388972.8180437,302.562952041626,14.667346,0.0026869999999999997,2.198376,68.72672271728516,56.0
34,0.5303030303030303,site2,10.100.40.30:8010,chronostiny,diasbp,1772388972.8077831,1772388972.8120525,1772388972.824937,21.4540958404541,11.999691,0.005098,0.8198570000000001,72.25202941894531,56.0
16,0.25757575757575757,site2,10.100.40.30:8000,momentbase,ecgclass,1772388972.5350933,1772388972.8251302,1772388972.838063,307.2929382324219,12.612188,0.002589,0.28972299999999995,0.0,0.0
35,0.5454545454545454,site2,10.100.40.30:8010,chronostiny,gestureclass,1772388972.8228784,1772388972.8317876,1772388972.8424153,23.900747299194336,9.199079000000001,0.004894,1.36014,4.0,4.0
17,0.2727272727272727,site2,10.100.40.30:8000,momentbase,diasbp,1772388972.5502548,1772388972.8446443,1772388972.8614933,315.22417068481445,12.82545,0.002901,3.9919680000000004,68.33470153808594,56.0
37,0.5757575757575758,site2,10.100.40.30:8010,chronostiny,sysbp,1772388972.8531954,1772388972.8571012,1772388972.870793,22.605180740356445,12.504749,0.00588,1.116487,128.3850860595703,98.0
