req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.50:8000,momentbase,ecgclass,1772510416.707482,1772510416.7289798,1772510416.9049158,200.53911209106445,165.850359,0.002043,10.000570999999999,0.0,0.0
1,0.10002083767451553,site2,10.100.20.50:8000,momentbase,ecgclass,1772510416.8060997,1772510416.9093413,1772510416.9191117,114.0279769897461,6.976243,0.002013,2.767901,0.0,0.0
2,0.20004167534903106,site2,10.100.20.50:8000,momentbase,ecgclass,1772510416.906277,1772510416.922027,1772510416.9311318,25.882720947265625,6.121228,0.001412,2.964839,0.0,0.0
3,0.3000625130235466,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.0063205,1772510417.0092664,1772510417.0189688,14.167547225952148,6.891604,0.0022429999999999998,2.7839050000000003,0.0,0.0
4,0.4000833506980621,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.1062098,1772510417.1091175,1772510417.118849,14.026880264282227,6.910623,0.0018729999999999999,2.792689,0.0,0.0
5,0.5001041883725776,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.2062092,1772510417.2091596,1772510417.2188542,13.948678970336914,6.925115,0.001572,2.743725,0.0,0.0
6,0.6001250260470932,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.3061886,1772510417.308952,1772510417.3187401,14.198780059814453,6.989734,0.001642,2.772778,0.0,0.0
7,0.7001458637216087,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.40627,1772510417.409177,1772510417.4188633,13.950824737548828,6.8901520000000005,0.0018729999999999999,2.770064,0.0,0.0
8,0.8001667013961242,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.5064316,1772510417.5093458,1772510417.5190578,13.988494873046875,6.924704,0.002063,2.76036,0.0,0.0
9,0.9001875390706396,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.6064384,1772510417.6094213,1772510417.6191213,14.154195785522461,6.973468,0.001843,2.700128,0.0,0.0
10,1.0002083767451553,site2,10.100.20.50:8000,momentbase,ecgclass,1772510417.706292,1772510417.709076,1772510417.7188797,14.100313186645508,6.939807,0.001953,2.837255,0.0,0.0
