req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.31:8000,momentbase,diasbp,1770930345.241553,1770930345.3057253,1770930345.5268471,288.59901428222656,217.821632,0.000989,3.248374,68.70341491699219,56.0
1,0.10002778549597109,site2,10.100.20.31:8000,momentbase,ecgclass,1770930345.3401413,1770930345.5311897,1770930345.542542,204.6823501586914,7.3337699999999995,0.002675,3.782739,0.0,0.0
2,0.20005557099194218,site2,10.100.20.31:8000,momentbase,ecgclass,1770930345.4397957,1770930345.5311897,1770930345.542542,105.08608818054199,7.3337699999999995,0.000491,0.20039400000000002,0.0,0.0
3,0.30008335648791334,site2,10.100.20.31:8000,momentbase,gestureclass,1770930345.5404341,1770930345.545709,1770930345.5521243,13.211488723754883,6.230829,0.002692,0.16369799999999998,4.0,4.0
4,0.40011114198388437,site2,10.100.20.31:8000,momentbase,ecgclass,1770930345.6399276,1770930345.6425884,1770930345.6507425,12.186050415039062,7.981525999999999,0.002228,0.151703,0.0,0.0
5,0.5001389274798556,site2,10.100.20.31:8000,momentbase,diasbp,1770930345.7404876,1770930345.7444127,1770930345.7538168,14.913320541381836,9.196257,0.0021550000000000002,0.18725,68.98262786865234,56.0
6,0.6001667129758267,site2,10.100.20.31:8000,momentbase,ecgclass,1770930345.8397808,1770930345.8434787,1770930345.852223,14.007806777954102,8.566003,0.002122,0.156846,0.0,0.0
7,0.7001944984717977,site2,10.100.20.31:8000,momentbase,heartrate,1770930345.9400828,1770930345.943878,1770930345.9552264,17.35234260559082,11.120619,0.00251,0.201755,69.12713623046875,69.0
8,0.8002222839677687,site2,10.100.20.31:8000,momentbase,ecgclass,1770930346.0397768,1770930346.0436466,1770930346.0540147,15.960216522216797,10.157623,0.002396,0.185943,0.0,0.0
9,0.9002500694637399,site2,10.100.20.31:8000,momentbase,ecgclass,1770930346.1401098,1770930346.1439984,1770930346.1538079,15.836715698242188,9.55093,0.0007160000000000001,0.223092,0.0,0.0
