req_id,send_time_rel
0,0.0
1,0.012021
2,0.023702
3,0.035626
4,0.037025
5,0.037457
6,0.04472
7,0.05177
8,0.067392
9,0.067788
10,0.073021
11,0.073373
12,0.078818
13,0.087475
14,0.089409
15,0.095567
16,0.096336
17,0.096794
18,0.09837
19,0.102876
20,0.104941
21,0.111178
22,0.112296
23,0.121485
24,0.127621
25,0.1309
26,0.132985
27,0.135252
28,0.135637
29,0.136535
30,0.139962
31,0.141905
32,0.148226
33,0.151769
34,0.152959
35,0.155264
36,0.158472
37,0.160191
38,0.1618
39,0.166195
40,0.16768
41,0.174348
42,0.181303
43,0.186723
44,0.187088
45,0.192759
46,0.19953
47,0.20514
48,0.206541
49,0.208145
50,0.208974
51,0.210746
52,0.210852
53,0.211688
54,0.218264
55,0.238242
56,0.24106
57,0.24248
58,0.244469
59,0.246276
60,0.246924
61,0.252341
62,0.25922
63,0.266759
64,0.293308
65,0.303842
66,0.312066
67,0.317283
68,0.320246
69,0.320468
70,0.325251
71,0.328358
72,0.335898
73,0.346038
74,0.347698
75,0.347947
76,0.352571
77,0.365338
78,0.369444
79,0.380098
80,0.383863
81,0.390433
82,0.391877
83,0.392549
84,0.393262
85,0.39385
86,0.394124
87,0.402707
88,0.40495
89,0.40688
90,0.411555
91,0.412491
92,0.422083
93,0.428543
94,0.430189
95,0.431192
96,0.433847
97,0.435371
98,0.43575
99,0.438268
100,0.449527
101,0.454571
102,0.469983
103,0.480215
104,0.485805
105,0.495058
106,0.498693
107,0.504032
108,0.505933
109,0.507028
110,0.517753
111,0.518454
112,0.519394
113,0.520945
114,0.525782
115,0.527852
116,0.531274
117,0.542073
118,0.549782
119,0.555638
120,0.556493
121,0.56244
122,0.564712
123,0.565331
124,0.567328
125,0.567681
126,0.572256
127,0.577115
128,0.578586
129,0.578815
130,0.592462
131,0.596501
132,0.603941
133,0.605705
134,0.614087
135,0.622294
136,0.622759
137,0.649917
138,0.653285
139,0.660274
140,0.661492
141,0.666412
142,0.667843
143,0.675912
144,0.678228
145,0.682123
146,0.684764
147,0.688531
148,0.690893
149,0.693958
150,0.694101
151,0.702039
152,0.714587
153,0.717492
154,0.734512
155,0.735353
156,0.749276
157,0.751098
158,0.754441
159,0.766626
160,0.767261
161,0.768216
162,0.774928
163,0.77984
164,0.78128
165,0.783497
166,0.787246
167,0.796745
168,0.798536
169,0.802362
170,0.804133
171,0.805654
172,0.816322
173,0.819105
174,0.825802
175,0.827316
176,0.828246
177,0.833958
178,0.841045
179,0.845799
180,0.851736
181,0.85683
182,0.86229
183,0.873564
184,0.887681
185,0.890993
186,0.891446
187,0.898465
188,0.902696
189,0.914898
190,0.920121
191,0.920822
192,0.926068
193,0.92893
194,0.929506
195,0.930875
196,0.948256
197,0.95027
198,0.951561
199,0.953781
200,0.964118
201,0.969562
202,0.970551
203,0.970591
204,0.972781
205,0.973535
206,0.983872
207,0.984405
208,0.987826
209,0.992914
210,1.007264
211,1.008716
212,1.017395
213,1.021213
214,1.029863
215,1.031654
216,1.033318
217,1.034582
218,1.039801
219,1.043049
220,1.04738
221,1.053794
222,1.059564
223,1.064791
224,1.071785
225,1.071957
226,1.079481
227,1.085984
228,1.088177
229,1.089375
230,1.092929
231,1.103057
232,1.104687
233,1.111853
234,1.126698
235,1.128693
236,1.150206
237,1.150508
238,1.150694
239,1.159981
240,1.163208
241,1.166238
242,1.176034
243,1.188409
244,1.19253
245,1.203063
246,1.208115
247,1.210623
248,1.211839
249,1.218723
250,1.229427
251,1.242777
252,1.244287
253,1.249416
254,1.251982
255,1.260542
256,1.261646
257,1.26194
258,1.263745
259,1.264098
260,1.266454
261,1.268893
262,1.26946
263,1.284896
264,1.286407
265,1.292391
266,1.293395
267,1.295938
268,1.29639
269,1.296979
270,1.297035
271,1.305111
272,1.306888
273,1.310351
274,1.314696
275,1.315595
276,1.33026
277,1.332994
278,1.333371
279,1.333911
280,1.336392
281,1.337027
282,1.338659
283,1.342376
284,1.342583
285,1.344378
286,1.352227
287,1.3526
288,1.357451
289,1.357704
290,1.371094
291,1.372365
292,1.373591
293,1.379041
294,1.390338
295,1.406277
296,1.413185
297,1.421823
298,1.427308
299,1.42827
300,1.434099
301,1.434933
302,1.439879
303,1.443715
304,1.445503
305,1.449054
306,1.453565
307,1.454724
308,1.456814
309,1.458928
310,1.45949
311,1.460938
312,1.466068
313,1.472044
314,1.474913
315,1.477913
316,1.479902
317,1.485735
318,1.487767
319,1.492558
320,1.495758
321,1.49876
322,1.513126
323,1.52385
324,1.52862
325,1.534584
326,1.535324
327,1.537642
328,1.544155
329,1.54927
330,1.550454
331,1.565983
332,1.566175
333,1.571742
334,1.572224
335,1.58451
336,1.584943
337,1.592702
338,1.593607
339,1.61631
340,1.6192
341,1.625071
342,1.629968
343,1.633318
344,1.640528
345,1.644228
346,1.657931
347,1.658236
348,1.685031
349,1.68917
350,1.690644
351,1.693577
352,1.699792
353,1.704776
354,1.715214
355,1.726592
356,1.73132
357,1.739192
358,1.742553
359,1.743128
360,1.745847
361,1.747317
362,1.757177
363,1.758321
364,1.764692
365,1.776056
366,1.776725
367,1.781472
368,1.794514
369,1.797094
370,1.799555
371,1.802875
372,1.803905
373,1.804805
374,1.82034
375,1.832345
376,1.835289
377,1.836907
378,1.843628
379,1.865367
380,1.876204
381,1.878634
382,1.881945
383,1.887423
384,1.891177
385,1.892797
386,1.894403
387,1.899818
388,1.917283
389,1.918242
390,1.924188
391,1.937311
392,1.937375
393,1.940118
394,1.946858
395,1.958225
396,1.972312
397,1.973982
398,1.974335
399,1.976042
400,1.980087
401,1.981411
402,1.983558
403,1.990652
404,1.99074
405,1.999623
406,1.999729
407,2.004516
408,2.004812
409,2.006412
410,2.009332
411,2.020209
412,2.021288
413,2.040718
414,2.051609
415,2.052005
416,2.052049
417,2.052898
418,2.057771
419,2.088617
420,2.090393
421,2.097381
422,2.097801
423,2.105608
424,2.115548
425,2.126633
426,2.137887
427,2.146115
428,2.146539
429,2.150659
430,2.152841
431,2.155183
432,2.166351
433,2.177127
434,2.182974
435,2.184232
436,2.189744
437,2.191181
438,2.198604
439,2.199571
440,2.20549
441,2.207866
442,2.208339
443,2.215239
444,2.215874
445,2.237239
446,2.240533
447,2.242309
448,2.243306
449,2.246953
450,2.253909
451,2.26279
452,2.267185
453,2.284123
454,2.291881
455,2.292774
456,2.308954
457,2.310973
458,2.327973
459,2.329524
460,2.332154
461,2.337885
462,2.338253
463,2.351423
464,2.353666
465,2.354963
466,2.355266
467,2.355394
468,2.355539
469,2.357446
470,2.359272
471,2.364374
472,2.375824
473,2.381687
474,2.38714
475,2.389909
476,2.394749
477,2.398752
478,2.399021
479,2.400364
480,2.40166
481,2.402045
482,2.404332
483,2.404628
484,2.41215
485,2.419849
486,2.420387
487,2.420818
488,2.436467
489,2.438036
490,2.441558
491,2.444632
492,2.450998
493,2.456181
494,2.467623
495,2.468566
496,2.473729
497,2.475878
498,2.479452
499,2.500174
500,2.50288
501,2.508775
502,2.511976
503,2.512958
504,2.513057
505,2.520855
506,2.521333
507,2.522315
508,2.52688
509,2.528747
510,2.531807
511,2.534935
512,2.535056
513,2.546089
514,2.566369
515,2.569791
516,2.571857
517,2.58321
518,2.585891
519,2.590758
520,2.601103
521,2.603257
522,2.612885
523,2.618602
524,2.623734
525,2.632562
526,2.632635
527,2.634502
528,2.635629
529,2.637273
530,2.639384
531,2.640671
532,2.643652
533,2.645417
534,2.648222
535,2.651476
536,2.652831
537,2.657682
538,2.663561
539,2.67135
540,2.672498
541,2.677458
542,2.684318
543,2.684556
544,2.687408
545,2.692161
546,2.693649
547,2.702841
548,2.709317
549,2.710266
550,2.71325
551,2.730015
552,2.734004
553,2.741114
554,2.753483
555,2.756448
556,2.756933
557,2.758173
558,2.76149
559,2.764424
560,2.76848
561,2.775074
562,2.782675
563,2.788006
564,2.802308
565,2.820384
566,2.826909
567,2.836642
568,2.839218
569,2.839939
570,2.844148
571,2.857099
572,2.857899
573,2.86009
574,2.86508
575,2.867952
576,2.86822
577,2.888996
578,2.892881
579,2.894342
580,2.896831
581,2.896978
582,2.901004
583,2.909233
584,2.913268
585,2.920693
586,2.92407
587,2.931355
588,2.93489
589,2.940002
590,2.949614
591,2.971574
592,2.974265
593,2.991491
594,2.992051
595,2.996593
596,3.000106
597,3.004421
598,3.013656
599,3.016125
600,3.037132
601,3.041102
602,3.048412
603,3.052859
604,3.056544
605,3.059421
606,3.059543
607,3.079187
608,3.084396
609,3.098196
610,3.118415
611,3.126161
612,3.128557
613,3.131728
614,3.132227
615,3.144078
616,3.149956
617,3.163694
618,3.175809
619,3.176014
620,3.184839
621,3.185568
622,3.185951
623,3.191633
624,3.194676
625,3.202554
626,3.218908
627,3.221659
628,3.226278
629,3.226293
630,3.227449
631,3.233055
632,3.233118
633,3.238358
634,3.243321
635,3.243808
636,3.256808
637,3.264066
638,3.276051
639,3.276882
640,3.283898
641,3.285999
642,3.301226
643,3.304549
644,3.309369
645,3.310998
646,3.314215
647,3.321184
648,3.326499
649,3.326569
650,3.326748
651,3.32981
652,3.337343
653,3.342013
654,3.343016
655,3.351132
656,3.367996
657,3.370048
658,3.3733
659,3.376247
660,3.377983
661,3.38011
662,3.381898
663,3.382911
664,3.38321
665,3.384897
666,3.39575
667,3.397692
668,3.399042
669,3.406816
670,3.409403
671,3.416559
672,3.42237
673,3.42818
674,3.43
675,3.434271
676,3.448788
677,3.455579
678,3.461686
679,3.464712
680,3.470547
681,3.474213
682,3.475111
683,3.476884
684,3.477739
685,3.483209
686,3.483714
687,3.484178
688,3.485257
689,3.487636
690,3.488516
691,3.495076
692,3.498945
693,3.524516
694,3.541585
695,3.545172
696,3.548353
697,3.548952
698,3.557196
699,3.574828
700,3.578121
701,3.586021
702,3.586125
703,3.623063
704,3.623594
705,3.631153
706,3.631426
707,3.633144
708,3.635149
709,3.640441
710,3.640774
711,3.643022
712,3.644234
713,3.644842
714,3.653263
715,3.655669
716,3.656159
717,3.659024
718,3.660004
719,3.660009
720,3.660559
721,3.666535
722,3.666544
723,3.66893
724,3.672433
725,3.673925
726,3.67795
727,3.687087
728,3.690216
729,3.693153
730,3.693911
731,3.69707
732,3.708665
733,3.71158
734,3.715225
735,3.729608
736,3.731606
737,3.731831
738,3.742336
739,3.745792
740,3.746506
741,3.746945
742,3.750285
743,3.758133
744,3.758288
745,3.758652
746,3.75921
747,3.76006
748,3.765047
749,3.76533
750,3.77487
751,3.787463
752,3.812445
753,3.812494
754,3.813577
755,3.817248
756,3.817597
757,3.838169
758,3.85495
759,3.858369
760,3.868358
761,3.878719
762,3.882495
763,3.884939
764,3.894973
765,3.897965
766,3.910378
767,3.915433
768,3.918856
769,3.921356
770,3.923068
771,3.924171
772,3.924224
773,3.925777
774,3.925869
775,3.92712
776,3.943653
777,3.95602
778,3.96804
779,3.970042
780,3.984959
781,3.990706
782,3.99093
783,3.992242
784,3.997648
785,3.998534
786,3.999127
787,4.00628
788,4.00631
789,4.006487
790,4.016237
791,4.017985
792,4.031433
793,4.039121
794,4.044866
795,4.047006
796,4.047867
797,4.048255
798,4.055427
799,4.055952
800,4.056973
801,4.060811
802,4.061008
803,4.066406
804,4.066742
805,4.067764
806,4.068175
807,4.079858
808,4.097788
809,4.104363
810,4.110237
811,4.111693
812,4.11734
813,4.123256
814,4.130406
815,4.138426
816,4.146721
817,4.146819
818,4.152699
819,4.157588
820,4.167898
821,4.168528
822,4.174144
823,4.177345
824,4.180623
825,4.181437
826,4.188652
827,4.192198
828,4.192743
829,4.230097
830,4.234772
831,4.237331
832,4.253636
833,4.262969
834,4.270697
835,4.271057
836,4.276678
837,4.287602
838,4.291036
839,4.298341
840,4.299969
841,4.300717
842,4.311539
843,4.314269
844,4.317846
845,4.319647
846,4.323108
847,4.324856
848,4.325139
849,4.33511
850,4.336046
851,4.337968
852,4.347689
853,4.353169
854,4.357529
855,4.368392
856,4.369286
857,4.372627
858,4.375774
859,4.39324
860,4.401871
861,4.402974
862,4.40381
863,4.406126
864,4.407221
865,4.409559
866,4.410124
867,4.414616
868,4.415732
869,4.416953
870,4.437008
871,4.445471
872,4.456175
873,4.456503
874,4.458031
875,4.460371
876,4.469117
877,4.473851
878,4.473882
879,4.475566
880,4.484006
881,4.512381
882,4.514495
883,4.517631
884,4.52229
885,4.525426
886,4.533741
887,4.544811
888,4.545865
889,4.549827
890,4.550383
891,4.551261
892,4.554429
893,4.556268
894,4.556724
895,4.560469
896,4.567175
897,4.573717
898,4.575609
899,4.579472
900,4.580583
901,4.581894
902,4.583837
903,4.598075
904,4.600757
905,4.605168
906,4.609001
907,4.615887
908,4.630482
909,4.632603
910,4.639178
911,4.6412
912,4.651535
913,4.652282
914,4.653009
915,4.656756
916,4.657184
917,4.6588
918,4.662705
919,4.664222
920,4.677445
921,4.681358
922,4.684592
923,4.688315
924,4.694657
925,4.696463
926,4.703516
927,4.716265
928,4.72647
929,4.730085
930,4.731303
931,4.732942
932,4.740984
933,4.745606
934,4.74758
935,4.74774
936,4.757587
937,4.758417
938,4.761405
939,4.762976
940,4.765075
941,4.765479
942,4.767145
943,4.779672
944,4.782693
945,4.785614
946,4.790049
947,4.792229
948,4.794208
949,4.794306
950,4.802137
951,4.808195
952,4.810732
953,4.815646
954,4.818188
955,4.818801
956,4.819583
957,4.83628
958,4.84262
959,4.844855
960,4.851941
961,4.855567
962,4.863282
963,4.86877
964,4.87582
965,4.875848
966,4.897377
967,4.897615
968,4.90011
969,4.900771
970,4.901852
971,4.904481
972,4.906684
973,4.921134
974,4.923566
975,4.938606
976,4.942972
977,4.945464
978,4.950034
979,4.954361
980,4.955853
981,4.957309
982,4.968775
983,4.969173
984,4.97279
985,4.988054
986,4.989963
987,4.998371
988,5.000229
989,5.015856
990,5.016606
991,5.019255
992,5.022852
993,5.029692
994,5.03398
995,5.041656
996,5.042422
997,5.050399
998,5.062693
999,5.069865
1000,5.071791
1001,5.072929
1002,5.074515
1003,5.075155
1004,5.080625
1005,5.084614
1006,5.088608
1007,5.09345
1008,5.104906
1009,5.105248
1010,5.107795
1011,5.109033
1012,5.115244
1013,5.125864
1014,5.127558
1015,5.130694
1016,5.130935
1017,5.134108
1018,5.135957
1019,5.140807
1020,5.144156
1021,5.152224
1022,5.154991
1023,5.158176
1024,5.167531
1025,5.170424
1026,5.175368
1027,5.176634
1028,5.183741
1029,5.188907
1030,5.194274
1031,5.199917
1032,5.204626
1033,5.205031
1034,5.206867
1035,5.217344
1036,5.226105
1037,5.234702
1038,5.249373
1039,5.253566
1040,5.257452
1041,5.26092
1042,5.261256
1043,5.264936
1044,5.271576
1045,5.273226
1046,5.284403
1047,5.289433
1048,5.295418
1049,5.300116
1050,5.308644
1051,5.311741
1052,5.315648
1053,5.317021
1054,5.320637
1055,5.321996
1056,5.331025
1057,5.335286
1058,5.339482
1059,5.347488
1060,5.348733
1061,5.350031
1062,5.365451
1063,5.370044
1064,5.374282
1065,5.374365
1066,5.376848
1067,5.388395
1068,5.396755
1069,5.399308
1070,5.404583
1071,5.406914
1072,5.409933
1073,5.412107
1074,5.41334
1075,5.417285
1076,5.420652
1077,5.436026
1078,5.436608
1079,5.439599
1080,5.446816
1081,5.450455
1082,5.463716
1083,5.466147
1084,5.466973
1085,5.477733
1086,5.478087
1087,5.480877
1088,5.482962
1089,5.487566
1090,5.494062
1091,5.497267
1092,5.50669
1093,5.506927
1094,5.508884
1095,5.51325
1096,5.515631
1097,5.516408
1098,5.517554
1099,5.520082
1100,5.522186
1101,5.528727
1102,5.53465
1103,5.540252
1104,5.545113
1105,5.5521
1106,5.56689
1107,5.568636
1108,5.579408
1109,5.579483
1110,5.594675
1111,5.595203
1112,5.5958
1113,5.598649
1114,5.599482
1115,5.599544
1116,5.599544
1117,5.601216
1118,5.609953
1119,5.610596
1120,5.615188
1121,5.623816
1122,5.624904
1123,5.626611
1124,5.651927
1125,5.657959
1126,5.661571
1127,5.670879
1128,5.671424
1129,5.679162
1130,5.685996
1131,5.688261
1132,5.690079
1133,5.694196
1134,5.701456
1135,5.709486
1136,5.720789
1137,5.721794
1138,5.723179
1139,5.729938
1140,5.730946
1141,5.730992
1142,5.732183
1143,5.733994
1144,5.735819
1145,5.741445
1146,5.746519
1147,5.749483
1148,5.75598
1149,5.759336
1150,5.764573
1151,5.7803
1152,5.787373
1153,5.788943
1154,5.789801
1155,5.80402
1156,5.809418
1157,5.818347
1158,5.822698
1159,5.827062
1160,5.863092
1161,5.875501
1162,5.875831
1163,5.876777
1164,5.879015
1165,5.881142
1166,5.882124
1167,5.887664
1168,5.890442
1169,5.901294
1170,5.903474
1171,5.907203
1172,5.90994
1173,5.915254
1174,5.916698
1175,5.92554
1176,5.94264
1177,5.942986
1178,5.943007
1179,5.945667
1180,5.949532
1181,5.956017
1182,5.958688
1183,5.961801
1184,5.966449
1185,5.968965
1186,5.986034
1187,5.986368
1188,5.986969
1189,5.990699
1190,5.992248
1191,6.000894
1192,6.003027
1193,6.00417
1194,6.005054
1195,6.009893
1196,6.010786
1197,6.013617
1198,6.019333
1199,6.025786
1200,6.028183
1201,6.028419
1202,6.030675
1203,6.033391
1204,6.036486
1205,6.037851
1206,6.058884
1207,6.065805
1208,6.066274
1209,6.066697
1210,6.069685
1211,6.077692
1212,6.078125
1213,6.086195
1214,6.091548
1215,6.099895
1216,6.10854
1217,6.115475
1218,6.120205
1219,6.130672
1220,6.135672
1221,6.139932
1222,6.143684
1223,6.150686
1224,6.152429
1225,6.173897
1226,6.181945
1227,6.18284
1228,6.189188
1229,6.195784
1230,6.19644
1231,6.199244
1232,6.200956
1233,6.201963
1234,6.203439
1235,6.210286
1236,6.213807
1237,6.215551
1238,6.216704
1239,6.225718
1240,6.228801
1241,6.234843
1242,6.237622
1243,6.239115
1244,6.246121
1245,6.249737
1246,6.254907
1247,6.264365
1248,6.27724
1249,6.283613
1250,6.288494
1251,6.296451
1252,6.29807
1253,6.300014
1254,6.306566
1255,6.308497
1256,6.310398
1257,6.321031
1258,6.32949
1259,6.331483
1260,6.334513
1261,6.34323
1262,6.343723
1263,6.350102
1264,6.351041
1265,6.360809
1266,6.364013
1267,6.364891
1268,6.364893
1269,6.365056
1270,6.36704
1271,6.374728
1272,6.374909
1273,6.381596
1274,6.392783
1275,6.394928
1276,6.401615
1277,6.401697
1278,6.402346
1279,6.403775
1280,6.406546
1281,6.412737
1282,6.421435
1283,6.423813
1284,6.42741
1285,6.447486
1286,6.45145
1287,6.454113
1288,6.462732
1289,6.490033
1290,6.492731
1291,6.498248
1292,6.510557
1293,6.512793
1294,6.515736
1295,6.519627
1296,6.523912
1297,6.530603
1298,6.536606
1299,6.539335
1300,6.552176
1301,6.555021
1302,6.556366
1303,6.561252
1304,6.570427
1305,6.57199
1306,6.576465
1307,6.578462
1308,6.578627
1309,6.580018
1310,6.585872
1311,6.592899
1312,6.594223
1313,6.599199
1314,6.602003
1315,6.606646
1316,6.606841
1317,6.607627
1318,6.608712
1319,6.610423
1320,6.613162
1321,6.616011
1322,6.6188
1323,6.619498
1324,6.633949
1325,6.636046
1326,6.640061
1327,6.649982
1328,6.650666
1329,6.654852
1330,6.657341
1331,6.665733
1332,6.669028
1333,6.671191
1334,6.671258
1335,6.684768
1336,6.685338
1337,6.690227
1338,6.692082
1339,6.708558
1340,6.70939
1341,6.722941
1342,6.743621
1343,6.745201
1344,6.745759
1345,6.751074
1346,6.752603
1347,6.754564
1348,6.761328
1349,6.771923
1350,6.776573
1351,6.784786
1352,6.785397
1353,6.797917
1354,6.798606
1355,6.799203
1356,6.800729
1357,6.804477
1358,6.805389
1359,6.818274
1360,6.819536
1361,6.830263
1362,6.842746
1363,6.845589
1364,6.856825
1365,6.865149
1366,6.867759
1367,6.876146
1368,6.881909
1369,6.883566
1370,6.902152
1371,6.907007
1372,6.916342
1373,6.919163
1374,6.924512
1375,6.925932
1376,6.927766
1377,6.934936
1378,6.945106
1379,6.965606
1380,6.969104
1381,6.969252
1382,6.970169
1383,6.971124
1384,6.987813
1385,6.989681
1386,6.991628
1387,7.005183
1388,7.00914
1389,7.011298
1390,7.011455
1391,7.011949
1392,7.013175
1393,7.014516
1394,7.01755
1395,7.022079
1396,7.023481
