task,t_center,arrival_rps,served_rps,arr_count,srv_count
exchangefore,50.5,3.0,4.0,3.0,4
exchangefore,51.5,9.0,9.0,9.0,9
exchangefore,52.5,4.0,2.0,4.0,2
exchangefore,53.5,8.0,10.0,8.0,10
exchangefore,54.5,7.0,6.0,7.0,6
exchangefore,55.5,3.0,4.0,3.0,4
exchangefore,56.5,8.0,8.0,8.0,8
exchangefore,57.5,1.0,1.0,1.0,1
exchangefore,58.5,4.0,3.0,4.0,3
exchangefore,59.5,4.0,5.0,4.0,5
exchangefore,60.5,7.0,7.0,7.0,7
exchangefore,61.5,3.0,3.0,3.0,3
exchangefore,62.5,5.0,5.0,5.0,5
exchangefore,63.5,7.0,7.0,7.0,7
exchangefore,64.5,9.0,9.0,9.0,9
exchangefore,65.5,8.0,8.0,8.0,8
exchangefore,66.5,6.0,5.0,6.0,5
exchangefore,67.5,3.0,4.0,3.0,4
exchangefore,68.5,7.0,6.0,7.0,6
exchangefore,69.5,8.0,9.0,8.0,9
exchangefore,70.5,3.0,2.0,3.0,2
exchangefore,71.5,8.0,9.0,8.0,9
exchangefore,72.5,2.0,2.0,2.0,2
exchangefore,73.5,5.0,5.0,5.0,5
exchangefore,74.5,11.0,10.0,11.0,10
exchangefore,75.5,6.0,6.0,6.0,6
exchangefore,76.5,5.0,6.0,5.0,6
exchangefore,77.5,7.0,6.0,7.0,6
exchangefore,78.5,4.0,4.0,4.0,4
exchangefore,79.5,2.0,3.0,2.0,3
exchangefore,80.5,1.0,1.0,1.0,1
exchangefore,81.5,5.0,5.0,5.0,5
exchangefore,82.5,8.0,8.0,8.0,8
exchangefore,83.5,5.0,3.0,5.0,3
exchangefore,84.5,6.0,8.0,6.0,8
exchangefore,85.5,4.0,4.0,4.0,4
exchangefore,86.5,6.0,6.0,6.0,6
exchangefore,87.5,7.0,7.0,7.0,7
exchangefore,88.5,9.0,9.0,9.0,9
exchangefore,89.5,6.0,5.0,6.0,5
exchangefore,90.5,2.0,3.0,2.0,3
exchangefore,91.5,5.0,4.0,5.0,4
exchangefore,92.5,6.0,7.0,6.0,7
exchangefore,93.5,1.0,1.0,1.0,1
exchangefore,94.5,6.0,6.0,6.0,6
exchangefore,95.5,5.0,5.0,5.0,5
exchangefore,96.5,12.0,11.0,12.0,11
exchangefore,97.5,1.0,2.0,1.0,2
exchangefore,98.5,5.0,5.0,5.0,5
exchangefore,99.5,4.0,4.0,4.0,4
exchangefore,100.5,2.0,2.0,2.0,2
exchangefore,101.5,6.0,6.0,6.0,6
exchangefore,102.5,3.0,3.0,3.0,3
exchangefore,103.5,3.0,3.0,3.0,3
exchangefore,104.5,3.0,2.0,3.0,2
exchangefore,105.5,3.0,4.0,3.0,4
exchangefore,106.5,6.0,6.0,6.0,6
exchangefore,107.5,6.0,5.0,6.0,5
exchangefore,108.5,5.0,6.0,5.0,6
exchangefore,109.5,9.0,8.0,9.0,8
exchangefore,110.5,3.0,3.0,3.0,3
exchangefore,111.5,5.0,6.0,5.0,6
exchangefore,112.5,9.0,9.0,9.0,9
exchangefore,113.5,4.0,4.0,4.0,4
exchangefore,114.5,4.0,4.0,4.0,4
exchangefore,115.5,8.0,8.0,8.0,8
exchangefore,116.5,4.0,4.0,4.0,4
exchangefore,117.5,5.0,5.0,5.0,5
exchangefore,118.5,5.0,5.0,5.0,5
exchangefore,119.5,5.0,4.0,5.0,4
exchangefore,120.5,0.0,1.0,0.0,1
nyudepth,0.5,9.0,9.0,9.0,9
nyudepth,1.5,8.0,8.0,8.0,8
nyudepth,2.5,4.0,4.0,4.0,4
nyudepth,3.5,6.0,6.0,6.0,6
nyudepth,4.5,6.0,6.0,6.0,6
nyudepth,5.5,7.0,7.0,7.0,7
nyudepth,6.5,8.0,8.0,8.0,8
nyudepth,7.5,7.0,7.0,7.0,7
nyudepth,8.5,6.0,6.0,6.0,6
nyudepth,9.5,6.0,6.0,6.0,6
nyudepth,10.5,10.0,10.0,10.0,10
nyudepth,11.5,13.0,13.0,13.0,13
nyudepth,12.5,2.0,2.0,2.0,2
nyudepth,13.5,8.0,8.0,8.0,8
nyudepth,14.5,5.0,5.0,5.0,5
nyudepth,15.5,4.0,4.0,4.0,4
nyudepth,16.5,5.0,4.0,5.0,4
nyudepth,17.5,2.0,3.0,2.0,3
nyudepth,18.5,5.0,5.0,5.0,5
nyudepth,19.5,4.0,4.0,4.0,4
nyudepth,20.5,3.0,3.0,3.0,3
nyudepth,21.5,6.0,6.0,6.0,6
nyudepth,22.5,4.0,4.0,4.0,4
nyudepth,23.5,5.0,5.0,5.0,5
nyudepth,24.5,5.0,5.0,5.0,5
nyudepth,25.5,8.0,8.0,8.0,8
nyudepth,26.5,5.0,5.0,5.0,5
nyudepth,27.5,2.0,2.0,2.0,2
nyudepth,28.5,3.0,3.0,3.0,3
nyudepth,29.5,9.0,9.0,9.0,9
nyudepth,30.5,3.0,3.0,3.0,3
nyudepth,31.5,2.0,2.0,2.0,2
nyudepth,32.5,4.0,4.0,4.0,4
nyudepth,33.5,8.0,8.0,8.0,8
nyudepth,34.5,2.0,2.0,2.0,2
nyudepth,35.5,6.0,6.0,6.0,6
nyudepth,36.5,6.0,6.0,6.0,6
nyudepth,37.5,8.0,8.0,8.0,8
nyudepth,38.5,7.0,7.0,7.0,7
nyudepth,39.5,2.0,2.0,2.0,2
nyudepth,40.5,6.0,6.0,6.0,6
nyudepth,41.5,4.0,4.0,4.0,4
nyudepth,42.5,8.0,8.0,8.0,8
nyudepth,43.5,4.0,4.0,4.0,4
nyudepth,44.5,3.0,3.0,3.0,3
nyudepth,45.5,3.0,3.0,3.0,3
nyudepth,46.5,6.0,6.0,6.0,6
nyudepth,47.5,5.0,5.0,5.0,5
nyudepth,48.5,5.0,5.0,5.0,5
nyudepth,49.5,5.0,5.0,5.0,5
nyudepth,50.5,8.0,8.0,8.0,8
nyudepth,51.5,6.0,6.0,6.0,6
nyudepth,52.5,4.0,4.0,4.0,4
nyudepth,53.5,5.0,5.0,5.0,5
nyudepth,54.5,6.0,6.0,6.0,6
nyudepth,55.5,3.0,2.0,3.0,2
nyudepth,56.5,6.0,7.0,6.0,7
nyudepth,57.5,4.0,4.0,4.0,4
nyudepth,58.5,2.0,2.0,2.0,2
nyudepth,59.5,5.0,4.0,5.0,4
nyudepth,60.5,8.0,8.0,8.0,8
nyudepth,61.5,6.0,7.0,6.0,7
nyudepth,62.5,6.0,6.0,6.0,6
nyudepth,63.5,4.0,4.0,4.0,4
nyudepth,64.5,4.0,4.0,4.0,4
nyudepth,65.5,2.0,2.0,2.0,2
nyudepth,66.5,4.0,4.0,4.0,4
nyudepth,67.5,5.0,5.0,5.0,5
nyudepth,68.5,5.0,5.0,5.0,5
nyudepth,69.5,5.0,5.0,5.0,5
nyudepth,70.5,3.0,3.0,3.0,3
nyudepth,71.5,4.0,4.0,4.0,4
nyudepth,72.5,2.0,2.0,2.0,2
nyudepth,73.5,4.0,4.0,4.0,4
nyudepth,74.5,10.0,10.0,10.0,10
nyudepth,75.5,4.0,4.0,4.0,4
nyudepth,76.5,7.0,7.0,7.0,7
nyudepth,77.5,6.0,6.0,6.0,6
nyudepth,78.5,4.0,4.0,4.0,4
nyudepth,79.5,4.0,3.0,4.0,3
nyudepth,80.5,2.0,3.0,2.0,3
nyudepth,81.5,6.0,6.0,6.0,6
nyudepth,82.5,6.0,6.0,6.0,6
nyudepth,83.5,4.0,3.0,4.0,3
nyudepth,84.5,8.0,9.0,8.0,9
nyudepth,85.5,9.0,9.0,9.0,9
nyudepth,86.5,7.0,7.0,7.0,7
nyudepth,87.5,4.0,4.0,4.0,4
nyudepth,88.5,2.0,2.0,2.0,2
nyudepth,89.5,8.0,8.0,8.0,8
nyudepth,90.5,4.0,4.0,4.0,4
nyudepth,91.5,5.0,5.0,5.0,5
nyudepth,92.5,5.0,5.0,5.0,5
nyudepth,93.5,3.0,3.0,3.0,3
nyudepth,94.5,5.0,5.0,5.0,5
nyudepth,95.5,4.0,4.0,4.0,4
nyudepth,96.5,8.0,8.0,8.0,8
nyudepth,97.5,6.0,6.0,6.0,6
nyudepth,98.5,6.0,6.0,6.0,6
nyudepth,99.5,7.0,7.0,7.0,7
nyudepth,100.5,5.0,5.0,5.0,5
nyudepth,101.5,7.0,7.0,7.0,7
nyudepth,102.5,6.0,6.0,6.0,6
nyudepth,103.5,5.0,5.0,5.0,5
nyudepth,104.5,5.0,5.0,5.0,5
nyudepth,105.5,3.0,3.0,3.0,3
nyudepth,106.5,3.0,3.0,3.0,3
nyudepth,107.5,5.0,5.0,5.0,5
nyudepth,108.5,7.0,5.0,7.0,5
nyudepth,109.5,6.0,8.0,6.0,8
nyudepth,110.5,6.0,6.0,6.0,6
nyudepth,111.5,7.0,7.0,7.0,7
nyudepth,112.5,4.0,4.0,4.0,4
nyudepth,113.5,3.0,3.0,3.0,3
nyudepth,114.5,3.0,3.0,3.0,3
nyudepth,115.5,6.0,6.0,6.0,6
nyudepth,116.5,2.0,2.0,2.0,2
nyudepth,117.5,3.0,3.0,3.0,3
nyudepth,118.5,6.0,6.0,6.0,6
nyudepth,119.5,3.0,3.0,3.0,3
trafficfore,0.5,5.0,5.0,5.0,5
trafficfore,1.5,5.0,5.0,5.0,5
trafficfore,2.5,3.0,3.0,3.0,3
trafficfore,3.5,5.0,5.0,5.0,5
trafficfore,4.5,10.0,10.0,10.0,10
trafficfore,5.5,9.0,9.0,9.0,9
trafficfore,6.5,3.0,3.0,3.0,3
trafficfore,7.5,7.0,7.0,7.0,7
trafficfore,8.5,4.0,4.0,4.0,4
trafficfore,9.5,3.0,3.0,3.0,3
trafficfore,10.5,8.0,7.0,8.0,7
trafficfore,11.5,5.0,6.0,5.0,6
trafficfore,12.5,4.0,4.0,4.0,4
trafficfore,13.5,6.0,6.0,6.0,6
trafficfore,14.5,5.0,5.0,5.0,5
trafficfore,15.5,3.0,3.0,3.0,3
trafficfore,16.5,2.0,2.0,2.0,2
trafficfore,17.5,3.0,3.0,3.0,3
trafficfore,18.5,5.0,5.0,5.0,5
trafficfore,19.5,4.0,4.0,4.0,4
trafficfore,20.5,5.0,5.0,5.0,5
trafficfore,21.5,1.0,1.0,1.0,1
trafficfore,22.5,7.0,6.0,7.0,6
trafficfore,23.5,5.0,6.0,5.0,6
trafficfore,24.5,3.0,3.0,3.0,3
trafficfore,25.5,5.0,5.0,5.0,5
trafficfore,26.5,6.0,6.0,6.0,6
trafficfore,27.5,5.0,5.0,5.0,5
trafficfore,28.5,6.0,6.0,6.0,6
trafficfore,29.5,6.0,6.0,6.0,6
trafficfore,30.5,93.0,61.0,93.0,61
trafficfore,31.5,83.0,69.0,83.0,69
trafficfore,32.5,89.0,66.0,89.0,66
trafficfore,33.5,64.0,64.0,64.0,64
trafficfore,34.5,65.0,63.0,65.0,63
trafficfore,35.5,76.0,65.0,76.0,65
trafficfore,36.5,77.0,63.0,77.0,63
trafficfore,37.5,67.0,67.0,67.0,67
trafficfore,38.5,66.0,62.0,66.0,62
trafficfore,39.5,68.0,64.0,68.0,64
trafficfore,40.5,62.0,68.0,62.0,68
trafficfore,41.5,89.0,68.0,89.0,68
trafficfore,42.5,96.0,67.0,96.0,67
trafficfore,43.5,67.0,61.0,67.0,61
trafficfore,44.5,89.0,65.0,89.0,65
trafficfore,45.5,88.0,67.0,88.0,67
trafficfore,46.5,74.0,62.0,74.0,62
trafficfore,47.5,77.0,64.0,77.0,64
trafficfore,48.5,84.0,51.0,84.0,51
trafficfore,49.5,78.0,64.0,78.0,64
trafficfore,50.5,83.0,65.0,83.0,65
trafficfore,51.5,74.0,63.0,74.0,63
trafficfore,52.5,67.0,67.0,67.0,67
trafficfore,53.5,74.0,59.0,74.0,59
trafficfore,54.5,84.0,63.0,84.0,63
trafficfore,55.5,75.0,65.0,75.0,65
trafficfore,56.5,74.0,61.0,74.0,61
trafficfore,57.5,81.0,72.0,81.0,72
trafficfore,58.5,101.0,120.0,101.0,120
trafficfore,59.5,73.0,108.0,73.0,108
trafficfore,60.5,63.0,94.0,63.0,94
trafficfore,61.5,80.0,98.0,80.0,98
trafficfore,62.5,63.0,90.0,63.0,90
trafficfore,63.5,88.0,115.0,88.0,115
trafficfore,64.5,89.0,114.0,89.0,114
trafficfore,65.5,89.0,100.0,89.0,100
trafficfore,66.5,77.0,106.0,77.0,106
trafficfore,67.5,78.0,102.0,78.0,102
trafficfore,68.5,73.0,106.0,73.0,106
trafficfore,69.5,68.0,82.0,68.0,82
trafficfore,70.5,70.0,101.0,70.0,101
trafficfore,71.5,87.0,107.0,87.0,107
trafficfore,72.5,70.0,90.0,70.0,90
trafficfore,73.5,99.0,96.0,99.0,96
trafficfore,74.5,75.0,77.0,75.0,77
trafficfore,75.5,70.0,73.0,70.0,73
trafficfore,76.5,80.0,78.0,80.0,78
trafficfore,77.5,94.0,90.0,94.0,90
trafficfore,78.5,73.0,77.0,73.0,77
trafficfore,79.5,84.0,87.0,84.0,87
trafficfore,80.5,88.0,83.0,88.0,83
trafficfore,81.5,75.0,76.0,75.0,76
trafficfore,82.5,88.0,87.0,88.0,87
trafficfore,83.5,82.0,78.0,82.0,78
trafficfore,84.5,83.0,81.0,83.0,81
trafficfore,85.5,79.0,88.0,79.0,88
trafficfore,86.5,80.0,77.0,80.0,77
trafficfore,87.5,78.0,80.0,78.0,80
trafficfore,88.5,83.0,76.0,83.0,76
trafficfore,89.5,81.0,81.0,81.0,81
trafficfore,90.5,82.0,83.0,82.0,83
trafficfore,91.5,83.0,79.0,83.0,79
trafficfore,92.5,61.0,74.0,61.0,74
trafficfore,93.5,76.0,75.0,76.0,75
trafficfore,94.5,86.0,82.0,86.0,82
trafficfore,95.5,79.0,83.0,79.0,83
trafficfore,96.5,107.0,95.0,107.0,95
trafficfore,97.5,71.0,84.0,71.0,84
trafficfore,98.5,82.0,74.0,82.0,74
trafficfore,99.5,76.0,82.0,76.0,82
trafficfore,100.5,90.0,86.0,90.0,86
trafficfore,101.5,84.0,81.0,84.0,81
trafficfore,102.5,66.0,72.0,66.0,72
trafficfore,103.5,95.0,83.0,95.0,83
trafficfore,104.5,100.0,104.0,100.0,104
trafficfore,105.5,88.0,92.0,88.0,92
trafficfore,106.5,81.0,75.0,81.0,75
trafficfore,107.5,80.0,89.0,80.0,89
trafficfore,108.5,73.0,75.0,73.0,75
trafficfore,109.5,85.0,80.0,85.0,80
trafficfore,110.5,75.0,73.0,75.0,73
trafficfore,111.5,70.0,75.0,70.0,75
trafficfore,112.5,65.0,67.0,65.0,67
trafficfore,113.5,65.0,61.0,65.0,61
trafficfore,114.5,80.0,82.0,80.0,82
trafficfore,115.5,87.0,89.0,87.0,89
trafficfore,116.5,72.0,75.0,72.0,75
trafficfore,117.5,68.0,62.0,68.0,62
trafficfore,118.5,84.0,85.0,84.0,85
trafficfore,119.5,100.0,90.0,100.0,90
trafficfore,120.5,0.0,15.0,0.0,15
