req_id,send_time_rel
0,0.0
1,0.024042
2,0.047404
3,0.071252
4,0.07405
5,0.074914
6,0.089441
7,0.10354
8,0.134783
9,0.135576
10,0.146042
11,0.146746
12,0.157636
13,0.17495
14,0.178818
15,0.191134
16,0.192672
17,0.193588
18,0.19674
19,0.205752
20,0.209881
21,0.222355
22,0.224591
23,0.242971
24,0.255242
25,0.2618
26,0.26597
27,0.270504
28,0.271274
29,0.273071
30,0.279924
31,0.283811
32,0.296453
33,0.303538
34,0.305917
35,0.310528
36,0.316943
37,0.320382
38,0.323601
39,0.33239
40,0.33536
41,0.348697
42,0.362605
43,0.373446
44,0.374176
45,0.385517
46,0.39906
47,0.410281
48,0.413081
49,0.416291
50,0.417948
51,0.421492
52,0.421703
53,0.423377
54,0.436527
55,0.476485
56,0.48212
57,0.48496
58,0.488938
59,0.492551
60,0.493848
61,0.504681
62,0.51844
63,0.533518
64,0.586616
65,0.607683
66,0.624132
67,0.634567
68,0.640492
69,0.640936
70,0.650502
71,0.656716
72,0.671796
73,0.692076
74,0.695397
75,0.695894
76,0.705142
77,0.730677
78,0.738887
79,0.760197
80,0.767727
81,0.780867
82,0.783755
83,0.785099
84,0.786524
85,0.7877
86,0.788247
87,0.805413
88,0.809899
89,0.813761
90,0.82311
91,0.824983
92,0.844166
93,0.857085
94,0.860378
95,0.862384
96,0.867694
97,0.870742
98,0.8715
99,0.876535
100,0.899054
101,0.909142
102,0.939967
103,0.960431
104,0.97161
105,0.990116
106,0.997385
107,1.008064
108,1.011866
109,1.014056
110,1.035505
111,1.036908
112,1.038787
113,1.04189
114,1.051565
115,1.055703
116,1.062548
117,1.084146
118,1.099563
119,1.111276
120,1.112985
121,1.124879
122,1.129424
123,1.130662
124,1.134656
125,1.135362
126,1.144512
127,1.154229
128,1.157172
129,1.157631
130,1.184924
131,1.193002
132,1.207882
133,1.21141
134,1.228174
135,1.244587
136,1.245518
137,1.299834
138,1.30657
139,1.320548
140,1.322985
141,1.332823
142,1.335685
143,1.351825
144,1.356456
145,1.364247
146,1.369527
147,1.377062
148,1.381785
149,1.387915
150,1.388203
151,1.404078
152,1.429174
153,1.434984
154,1.469025
