req_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
0,2e-06,340.9748,1775258768847033533,1775258769171257389
1,0.005433,335.9051,1775258768847033533,1775258769171257389
2,0.00979,462.5814,1775258769187625153,1775258769300915513
3,0.015166,457.2248,1775258769187625153,1775258769300915513
4,0.015182,458.173,1775258769187625153,1775258769300915513
5,0.015188,458.1809,1775258769187625153,1775258769300915513
6,0.018024,455.3547,1775258769187625153,1775258769300915513
7,0.020919,452.4691,1775258769187625153,1775258769300915513
8,0.027291,446.1067,1775258769187625153,1775258769300915513
9,0.027308,446.0979,1775258769187625153,1775258769300915513
10,0.029844,443.7249,1775258769187625153,1775258769300915513
11,0.029858,443.7234,1775258769187625153,1775258769300915513
12,0.032344,441.2744,1775258769187625153,1775258769300915513
13,0.03569,437.9392,1775258769187625153,1775258769300915513
14,0.035965,437.6729,1775258769187625153,1775258769300915513
15,0.039272,435.3359,1775258769187625153,1775258769300915513
16,0.039286,435.3349,1775258769187625153,1775258769300915513
17,0.039293,435.3359,1775258769187625153,1775258769300915513
18,0.03983,434.8068,1775258769187625153,1775258769300915513
19,0.042156,432.4901,1775258769187625153,1775258769300915513
20,0.04218,432.4698,1775258769187625153,1775258769300915513
21,0.044842,429.812,1775258769187625153,1775258769300915513
25,0.053071,421.5899,1775258769187625153,1775258769300915513
22,0.045059,429.6095,1775258769187625153,1775258769300915513
23,0.049351,425.3249,1775258769187625153,1775258769300915513
24,0.051702,422.982,1775258769187625153,1775258769300915513
42,0.072635,402.5011,1775258769187625153,1775258769300915513
26,0.05331,422.7645,1775258769187625153,1775258769300915513
27,0.054609,421.4761,1775258769187625153,1775258769300915513
28,0.054623,421.468,1775258769187625153,1775258769300915513
29,0.054631,421.4673,1775258769187625153,1775258769300915513
30,0.056314,419.7927,1775258769187625153,1775258769300915513
31,0.057647,418.4675,1775258769187625153,1775258769300915513
32,0.060079,416.044,1775258769187625153,1775258769300915513
33,0.061384,414.7465,1775258769187625153,1775258769300915513
34,0.061394,414.741,1775258769187625153,1775258769300915513
35,0.062822,413.3179,1775258769187625153,1775258769300915513
36,0.064096,412.0479,1775258769187625153,1775258769300915513
37,0.064106,412.0598,1775258769187625153,1775258769300915513
38,0.065502,410.6727,1775258769187625153,1775258769300915513
39,0.066777,409.4057,1775258769187625153,1775258769300915513
40,0.068063,408.1244,1775258769187625153,1775258769300915513
41,0.070348,405.8428,1775258769187625153,1775258769300915513
43,0.074975,403.3597,1775258769187625153,1775258769300915513
44,0.074986,403.3597,1775258769187625153,1775258769300915513
45,0.077505,400.8462,1775258769187625153,1775258769300915513
46,0.081061,397.2945,1775258769187625153,1775258769300915513
47,0.082354,396.0066,1775258769187625153,1775258769300915513
48,0.083633,394.7318,1775258769187625153,1775258769300915513
49,0.083643,394.7248,1775258769187625153,1775258769300915513
50,0.083649,394.7237,1775258769187625153,1775258769300915513
51,0.085202,393.1744,1775258769187625153,1775258769300915513
52,0.085213,393.1682,1775258769187625153,1775258769300915513
53,0.085218,393.1673,1775258769187625153,1775258769300915513
54,0.087736,390.6529,1775258769187625153,1775258769300915513
55,0.096121,382.2718,1775258769187625153,1775258769300915513
56,0.097497,380.8999,1775258769187625153,1775258769300915513
57,0.097509,380.8916,1775258769187625153,1775258769300915513
58,0.098014,380.3909,1775258769187625153,1775258769300915513
59,0.099322,379.0879,1775258769187625153,1775258769300915513
60,0.099333,379.0808,1775258769187625153,1775258769300915513
61,0.101813,376.6038,1775258769187625153,1775258769300915513
62,0.104154,374.2678,1775258769187625153,1775258769300915513
63,0.107506,370.9202,1775258769187625153,1775258769300915513
64,0.117867,360.5635,1775258769187625153,1775258769300915513
65,0.122303,356.1316,1775258769187625153,1775258769300915513
66,0.125702,480.0293,1775258769315386634,1775258769431798711
67,0.127042,479.1045,1775258769315386634,1775258769431798711
68,0.12835,477.8099,1775258769315386634,1775258769431798711
69,0.128362,477.8068,1775258769315386634,1775258769431798711
70,0.130919,475.2793,1775258769315386634,1775258769431798711
71,0.132205,474.0002,1775258769315386634,1775258769431798711
72,0.134492,474.2181,1775258769315386634,1775258769431798711
73,0.138827,469.8927,1775258769315386634,1775258769431798711
74,0.140179,468.5462,1775258769315386634,1775258769431798711
75,0.140191,468.5385,1775258769315386634,1775258769431798711
76,0.141638,467.0975,1775258769315386634,1775258769431798711
77,0.146932,461.8192,1775258769315386634,1775258769431798711
78,0.148246,460.5138,1775258769315386634,1775258769431798711
79,0.152534,456.2337,1775258769315386634,1775258769431798711
80,0.153843,454.9322,1775258769315386634,1775258769431798711
81,0.157181,451.6017,1775258769315386634,1775258769431798711
82,0.157194,452.1832,1775258769315386634,1775258769431798711
83,0.1572,453.4209,1775258769315386634,1775258769431798711
84,0.157827,452.8022,1775258769315386634,1775258769431798711
85,0.157847,452.7872,1775258769315386634,1775258769431798711
86,0.157858,452.7812,1775258769315386634,1775258769431798711
87,0.161421,449.2223,1775258769315386634,1775258769431798711
88,0.162762,447.8865,1775258769315386634,1775258769431798711
89,0.162777,447.876,1775258769315386634,1775258769431798711
90,0.165216,445.4422,1775258769315386634,1775258769431798711
91,0.165229,445.4339,1775258769315386634,1775258769431798711
92,0.169678,440.9888,1775258769315386634,1775258769431798711
93,0.172101,438.5765,1775258769315386634,1775258769431798711
94,0.172181,438.5002,1775258769315386634,1775258769431798711
95,0.17261,438.0763,1775258769315386634,1775258769431798711
96,0.173956,436.7337,1775258769315386634,1775258769431798711
97,0.175221,435.4725,1775258769315386634,1775258769431798711
98,0.175236,435.4618,1775258769315386634,1775258769431798711
99,0.175562,435.1401,1775258769315386634,1775258769431798711
100,0.180917,429.7898,1775258769315386634,1775258769431798711
101,0.182395,428.3161,1775258769315386634,1775258769431798711
102,0.188776,421.9394,1775258769315386634,1775258769431798711
103,0.192214,418.5059,1775258769315386634,1775258769431798711
104,0.194664,416.0597,1775258769315386634,1775258769431798711
105,0.199098,411.6297,1775258769315386634,1775258769431798711
106,0.20058,410.1524,1775258769315386634,1775258769431798711
107,0.201962,408.7741,1775258769315386634,1775258769431798711
108,0.203342,407.3982,1775258769315386634,1775258769431798711
109,0.203357,407.4545,1775258769315386634,1775258769431798711
110,0.207848,402.9703,1775258769315386634,1775258769431798711
111,0.207868,402.9548,1775258769315386634,1775258769431798711
112,0.207876,402.9503,1775258769315386634,1775258769431798711
113,0.208451,402.3793,1775258769315386634,1775258769431798711
114,0.210782,400.0533,1775258769315386634,1775258769431798711
115,0.212133,398.7062,1775258769315386634,1775258769431798711
116,0.213501,397.3422,1775258769315386634,1775258769431798711
117,0.217831,393.0798,1775258769315386634,1775258769431798711
118,0.22025,390.6674,1775258769315386634,1775258769431798711
119,0.22254,388.382,1775258769315386634,1775258769431798711
120,0.222783,388.1433,1775258769315386634,1775258769431798711
121,0.225085,385.8454,1775258769315386634,1775258769431798711
122,0.226385,384.5499,1775258769315386634,1775258769431798711
123,0.226395,384.5437,1775258769315386634,1775258769431798711
124,0.227827,383.116,1775258769315386634,1775258769431798711
125,0.227838,383.1089,1775258769315386634,1775258769431798711
126,0.229298,381.6533,1775258769315386634,1775258769431798711
127,0.231579,379.3771,1775258769315386634,1775258769431798711
128,0.23159,379.3707,1775258769315386634,1775258769431798711
129,0.231596,379.3688,1775258769315386634,1775258769431798711
130,0.237214,500.2666,1775258769450707905,1775258769566159385
131,0.23948,498.2018,1775258769450707905,1775258769566159385
132,0.241778,495.9133,1775258769450707905,1775258769566159385
133,0.243117,494.6079,1775258769450707905,1775258769566159385
134,0.246397,494.8173,1775258769450707905,1775258769566159385
135,0.249762,491.4675,1775258769450707905,1775258769566159385
136,0.249776,491.4615,1775258769450707905,1775258769566159385
137,0.260329,480.9172,1775258769450707905,1775258769566159385
138,0.261705,479.5513,1775258769450707905,1775258769566159385
139,0.265035,476.2294,1775258769450707905,1775258769566159385
140,0.265048,476.2249,1775258769450707905,1775258769566159385
141,0.267537,473.7442,1775258769450707905,1775258769566159385
142,0.26755,473.7399,1775258769450707905,1775258769566159385
143,0.271128,470.1703,1775258769450707905,1775258769566159385
144,0.27137,469.9364,1775258769450707905,1775258769566159385
145,0.273707,467.6068,1775258769450707905,1775258769566159385
146,0.275001,466.3212,1775258769450707905,1775258769566159385
147,0.276278,465.0514,1775258769450707905,1775258769566159385
148,0.276508,464.8294,1775258769450707905,1775258769566159385
149,0.27784,463.5324,1775258769450707905,1775258769566159385
150,0.277853,463.5286,1775258769450707905,1775258769566159385
151,0.281234,460.1569,1775258769450707905,1775258769566159385
152,0.286525,454.8736,1775258769450707905,1775258769566159385
153,0.287844,453.5623,1775258769450707905,1775258769566159385
154,0.294163,447.2499,1775258769450707905,1775258769566159385
155,0.294183,447.2382,1775258769450707905,1775258769566159385
156,0.300217,441.2127,1775258769450707905,1775258769566159385
157,0.300527,440.9115,1775258769450707905,1775258769566159385
158,0.301949,439.4968,1775258769450707905,1775258769566159385
159,0.307273,434.1815,1775258769450707905,1775258769566159385
160,0.307284,434.1779,1775258769450707905,1775258769566159385
161,0.307289,434.1805,1775258769450707905,1775258769566159385
162,0.310838,430.639,1775258769450707905,1775258769566159385
163,0.312167,429.347,1775258769450707905,1775258769566159385
164,0.313488,428.0362,1775258769450707905,1775258769566159385
165,0.313501,428.6413,1775258769450707905,1775258769566159385
166,0.315922,426.2316,1775258769450707905,1775258769566159385
167,0.31925,423.1546,1775258769450707905,1775258769566159385
168,0.319456,423.9819,1775258769450707905,1775258769566159385
169,0.321767,421.6797,1775258769450707905,1775258769566159385
170,0.321777,421.6747,1775258769450707905,1775258769566159385
171,0.32319,420.2659,1775258769450707905,1775258769566159385
172,0.327483,415.978,1775258769450707905,1775258769566159385
173,0.327756,415.709,1775258769450707905,1775258769566159385
174,0.331138,412.3325,1775258769450707905,1775258769566159385
175,0.331149,412.3261,1775258769450707905,1775258769566159385
176,0.331472,412.0064,1775258769450707905,1775258769566159385
177,0.333763,409.7192,1775258769450707905,1775258769566159385
178,0.337116,406.3706,1775258769450707905,1775258769566159385
179,0.338518,404.9728,1775258769450707905,1775258769566159385
180,0.340909,402.5857,1775258769450707905,1775258769566159385
181,0.343444,400.0559,1775258769450707905,1775258769566159385
182,0.34573,397.774,1775258769450707905,1775258769566159385
183,0.35008,393.4283,1775258769450707905,1775258769566159385
184,0.355383,388.1297,1775258769450707905,1775258769566159385
185,0.356756,386.7607,1775258769450707905,1775258769566159385
186,0.356771,386.7514,1775258769450707905,1775258769566159385
187,0.360313,383.2133,1775258769450707905,1775258769566159385
188,0.361673,381.8576,1775258769450707905,1775258769566159385
189,0.366074,377.461,1775258769450707905,1775258769566159385
190,0.368407,375.1309,1775258769450707905,1775258769566159385
191,0.368421,375.1214,1775258769450707905,1775258769566159385
192,0.370968,372.5784,1775258769450707905,1775258769566159385
193,0.372293,371.2585,1775258769450707905,1775258769566159385
194,0.372381,495.8663,1775258769583648370,1775258769698422651
195,0.372387,495.8737,1775258769583648370,1775258769698422651
196,0.379949,488.3175,1775258769583648370,1775258769698422651
197,0.380243,488.0276,1775258769583648370,1775258769698422651
198,0.381594,486.7249,1775258769583648370,1775258769698422651
199,0.381622,486.7139,1775258769583648370,1775258769698422651
200,0.386138,483.1841,1775258769583648370,1775258769698422651
201,0.388472,480.871,1775258769583648370,1775258769698422651
202,0.388483,480.8707,1775258769583648370,1775258769698422651
203,0.388489,480.8741,1775258769583648370,1775258769698422651
204,0.390051,479.3208,1775258769583648370,1775258769698422651
205,0.390062,479.3174,1775258769583648370,1775258769698422651
206,0.394533,474.8552,1775258769583648370,1775258769698422651
207,0.394544,475.004,1775258769583648370,1775258769698422651
208,0.395956,473.603,1775258769583648370,1775258769698422651
209,0.398232,471.3364,1775258769583648370,1775258769698422651
210,0.403533,466.0714,1775258769583648370,1775258769698422651
211,0.403551,466.064,1775258769583648370,1775258769698422651
212,0.408046,461.5781,1775258769583648370,1775258769698422651
213,0.409361,461.3652,1775258769583648370,1775258769698422651
214,0.412644,458.0936,1775258769583648370,1775258769698422651
215,0.412664,458.0827,1775258769583648370,1775258769698422651
216,0.414175,456.5804,1775258769583648370,1775258769698422651
217,0.414185,456.578,1775258769583648370,1775258769698422651
218,0.416639,454.1309,1775258769583648370,1775258769698422651
219,0.417988,452.7862,1775258769583648370,1775258769698422651
220,0.419248,451.5312,1775258769583648370,1775258769698422651
221,0.422524,448.2591,1775258769583648370,1775258769698422651
222,0.424832,445.9553,1775258769583648370,1775258769698422651
223,0.426108,444.706,1775258769583648370,1775258769698422651
224,0.429386,441.4356,1775258769583648370,1775258769698422651
225,0.429399,441.4535,1775258769583648370,1775258769698422651
226,0.432845,440.3598,1775258769583648370,1775258769698422651
227,0.43516,438.0543,1775258769583648370,1775258769698422651
228,0.435398,437.8223,1775258769583648370,1775258769698422651
229,0.43673,436.4944,1775258769583648370,1775258769698422651
230,0.438065,435.1649,1775258769583648370,1775258769698422651
231,0.441319,431.915,1775258769583648370,1775258769698422651
232,0.442599,430.64,1775258769583648370,1775258769698422651
233,0.444878,428.3655,1775258769583648370,1775258769698422651
234,0.451163,422.0843,1775258769583648370,1775258769698422651
235,0.452476,420.7754,1775258769583648370,1775258769698422651
236,0.460815,412.4403,1775258769583648370,1775258769698422651
237,0.460831,412.4289,1775258769583648370,1775258769698422651
238,0.460837,412.4262,1775258769583648370,1775258769698422651
239,0.464441,408.8261,1775258769583648370,1775258769698422651
240,0.465727,407.5441,1775258769583648370,1775258769698422651
241,0.46705,406.2257,1775258769583648370,1775258769698422651
242,0.471327,401.9525,1775258769583648370,1775258769698422651
243,0.476027,397.2573,1775258769583648370,1775258769698422651
244,0.477382,395.9062,1775258769583648370,1775258769698422651
245,0.481902,391.3908,1775258769583648370,1775258769698422651
246,0.484271,389.0254,1775258769583648370,1775258769698422651
247,0.484285,389.0171,1775258769583648370,1775258769698422651
248,0.485811,387.4948,1775258769583648370,1775258769698422651
249,0.488158,385.1521,1775258769583648370,1775258769698422651
250,0.492495,380.8196,1775258769583648370,1775258769698422651
251,0.49784,376.42,1775258769583648370,1775258769698422651
252,0.497866,376.7011,1775258769583648370,1775258769698422651
253,0.500404,374.1717,1775258769583648370,1775258769698422651
254,0.501691,372.8895,1775258769583648370,1775258769698422651
255,0.504985,369.6008,1775258769583648370,1775258769698422651
256,0.504999,369.5924,1775258769583648370,1775258769698422651
257,0.505006,369.5898,1775258769583648370,1775258769698422651
258,0.506515,498.0295,1775258769718175578,1775258769832549019
259,0.506526,498.1635,1775258769718175578,1775258769832549019
260,0.506845,498.003,1775258769718175578,1775258769832549019
261,0.508144,496.7182,1775258769718175578,1775258769832549019
262,0.508155,497.061,1775258769718175578,1775258769832549019
