req_id,task,send_time_rel
0,diasbp,0.0
1,ecgclass,0.0
2,eclfore,0.0
3,etth1fore,0.0
4,exchangefore,0.0
5,gestureclass,0.0
6,heartrate,0.0
7,sysbp,0.0
8,trafficfore,0.0
9,weatherfore,0.0
10,eclfore,0.0007378732772738962
11,eclfore,0.002130943798255907
12,exchangefore,0.003093166149052131
13,exchangefore,0.004436137239655427
14,etth1fore,0.009296959059678202
15,etth1fore,0.009573174865181652
16,gestureclass,0.02016587768620525
17,sysbp,0.025102654730076862
18,ecgclass,0.02876608609900652
19,diasbp,0.02969642023532648
20,weatherfore,0.030872368863489003
21,heartrate,0.04209623484804195
22,trafficfore,0.04289099915053126
23,exchangefore,0.04661309598970555
24,weatherfore,0.0508489654151207
25,gestureclass,0.059276075693575916
26,ecgclass,0.06157176920942665
27,weatherfore,0.06234322288977861
28,trafficfore,0.06919154436398181
29,etth1fore,0.07276053138719987
30,heartrate,0.07531136789254773
31,diasbp,0.07646807756555195
32,sysbp,0.07652763560539491
33,sysbp,0.08199255193617622
34,weatherfore,0.09136732963101851
35,sysbp,0.09204307272863725
36,diasbp,0.09458321004350365
37,heartrate,0.09506193380467784
38,heartrate,0.0956154621183842
39,diasbp,0.1013810531660242
40,eclfore,0.10559549669673383
41,gestureclass,0.11196301447421415
42,heartrate,0.11867844788269194
43,exchangefore,0.1187647309677311
44,gestureclass,0.11894188033460168
45,trafficfore,0.12234573159961874
46,eclfore,0.1227279320284556
47,diasbp,0.1246956551978592
48,heartrate,0.12545230823701173
49,exchangefore,0.12582318015089483
50,eclfore,0.1262287650926632
51,trafficfore,0.13104800899158842
52,heartrate,0.13886602399054015
53,diasbp,0.14376046470470816
54,weatherfore,0.145590890260748
55,weatherfore,0.1463211851772758
56,sysbp,0.1525288726911072
57,diasbp,0.15489930471790236
58,eclfore,0.16508651269450036
59,ecgclass,0.16969269748248833
60,exchangefore,0.17338433343083595
61,gestureclass,0.17343386703619249
62,ecgclass,0.17680526610226954
63,trafficfore,0.17921112882196688
64,weatherfore,0.18229759106333887
65,exchangefore,0.18285651908337777
66,sysbp,0.18438170382181845
67,diasbp,0.1883173595880918
68,trafficfore,0.18945397493474442
69,weatherfore,0.18996978681754137
70,eclfore,0.19017704988164508
71,ecgclass,0.19391209545228427
72,heartrate,0.20110903506878594
73,weatherfore,0.20226920365441137
74,ecgclass,0.2063274093687401
75,trafficfore,0.21530829971788115
76,etth1fore,0.22130356671909826
77,diasbp,0.22205259351931073
78,sysbp,0.22489287295589966
79,eclfore,0.22914708583670496
80,ecgclass,0.23196343770053998
81,exchangefore,0.23660005542829923
82,exchangefore,0.23876463070900503
83,heartrate,0.2436010471635289
84,eclfore,0.24886061883515112
85,weatherfore,0.25680365083274087
86,etth1fore,0.2587084709025945
87,diasbp,0.26177358115791444
88,heartrate,0.26483037161006023
89,eclfore,0.2737457068309232
90,diasbp,0.27699269897472584
91,sysbp,0.27984778170453833
92,exchangefore,0.28193855437657867
93,ecgclass,0.28887712776641866
94,sysbp,0.2890879516579829
95,trafficfore,0.29127682521209586
96,sysbp,0.30534041026512226
97,eclfore,0.30622307007869076
98,eclfore,0.3091603762350909
99,diasbp,0.3118621516269298
100,weatherfore,0.3160187683460079
101,sysbp,0.3181891389595113
102,trafficfore,0.3204086079320614
103,exchangefore,0.32471507255269494
104,sysbp,0.3254066220208041
105,sysbp,0.32817434455765904
106,exchangefore,0.32980830917219683
107,weatherfore,0.3316411422064616
108,heartrate,0.33242747309356757
109,gestureclass,0.34165315345939856
110,weatherfore,0.34254769452043954
111,heartrate,0.34757874781291553
112,weatherfore,0.34961423979529277
113,trafficfore,0.3533064063927166
114,sysbp,0.353367614214558
115,weatherfore,0.3584002645620633
116,gestureclass,0.35840979648638105
117,ecgclass,0.3584612318768182
118,exchangefore,0.3600854244786883
119,weatherfore,0.36132293512096064
120,heartrate,0.37041905574148193
121,diasbp,0.3747279829972324
122,sysbp,0.37514706894830163
123,eclfore,0.38411825259835586
124,gestureclass,0.3861046597239518
125,eclfore,0.3868268147328884
126,etth1fore,0.39156352730279986
127,ecgclass,0.3918138315974774
128,sysbp,0.3959063242334447
129,diasbp,0.40406955081736173
130,exchangefore,0.41351843832205937
131,sysbp,0.41664658696789836
132,diasbp,0.41813677450299963
133,ecgclass,0.41821004212017565
134,sysbp,0.41981431292781435
135,exchangefore,0.4211172282590204
136,ecgclass,0.4215983676191159
137,gestureclass,0.4242245760418118
138,eclfore,0.4255979939585962
139,ecgclass,0.42605333172607834
140,ecgclass,0.42776735008572725
141,ecgclass,0.42820960934263796
142,gestureclass,0.43018264220945013
143,ecgclass,0.43398428970714725
144,diasbp,0.434915566167104
145,gestureclass,0.43588068932816665
146,eclfore,0.4358880838994274
147,heartrate,0.43879379951488384
148,trafficfore,0.4442070358713972
149,etth1fore,0.4460181056624719
150,etth1fore,0.4554794763012173
151,etth1fore,0.4563405025083344
152,weatherfore,0.4564614881959532
153,ecgclass,0.4675967153251578
154,ecgclass,0.4746770986655678
155,weatherfore,0.4759104825789126
156,sysbp,0.47820189879783137
157,ecgclass,0.47821106744741576
158,trafficfore,0.4800922798846445
159,weatherfore,0.48051281779604427
160,gestureclass,0.4869529542080402
161,heartrate,0.48703468136812483
162,weatherfore,0.4905014577303903
163,diasbp,0.4905810831374267
164,sysbp,0.4934727160079931
165,sysbp,0.49493801145082006
166,diasbp,0.49603697445340367
167,diasbp,0.49625228223296064
168,trafficfore,0.5001162459594017
169,weatherfore,0.5001379808487056
170,gestureclass,0.5019918227767338
171,sysbp,0.5117297109429554
172,eclfore,0.5143515910548354
173,etth1fore,0.514540063595248
174,heartrate,0.5188950739062612
175,gestureclass,0.519860096644458
176,diasbp,0.52155922485506
177,gestureclass,0.5415581272619459
178,eclfore,0.5421975067635737
179,exchangefore,0.5463411692753087
180,etth1fore,0.5474123760578887
181,ecgclass,0.5577181087759072
182,ecgclass,0.5597365005763605
183,ecgclass,0.5764716086780565
184,trafficfore,0.5786485758292451
185,sysbp,0.5795430427383863
186,exchangefore,0.5796167506397449
187,ecgclass,0.5887584452458796
188,ecgclass,0.5923154221969457
189,trafficfore,0.5942676051728548
190,diasbp,0.5952547791754366
191,etth1fore,0.5962644455397079
192,eclfore,0.5966656768826383
193,weatherfore,0.6009731453587471
194,sysbp,0.6013275078102771
195,heartrate,0.609626848984635
196,trafficfore,0.60976214778357
197,trafficfore,0.6145157899652963
198,ecgclass,0.6173693116266427
199,gestureclass,0.6175274543044591
200,heartrate,0.635522725582405
201,diasbp,0.6398835128238427
202,gestureclass,0.6402129094642108
203,sysbp,0.6448314314499047
204,heartrate,0.6549029168777981
205,eclfore,0.6572281280980394
206,sysbp,0.6573645456075349
207,heartrate,0.662407665228337
208,diasbp,0.6639144157217806
209,weatherfore,0.6649236147102111
210,etth1fore,0.6678645799174516
211,etth1fore,0.6679791350463792
212,diasbp,0.6715473651718046
213,heartrate,0.674349274471514
214,exchangefore,0.6811631283967775
215,exchangefore,0.6820210363146084
216,trafficfore,0.6829956302459502
217,exchangefore,0.6848896891287989
218,diasbp,0.6856654469761516
219,etth1fore,0.6882274101856931
220,eclfore,0.6966463396862802
221,etth1fore,0.7003773980211355
222,trafficfore,0.7020272006986423
223,weatherfore,0.7027773805804219
224,gestureclass,0.7045331202424358
225,diasbp,0.7054050163746527
226,weatherfore,0.7056105141147158
227,gestureclass,0.7081875676036615
228,sysbp,0.7088125998903071
229,eclfore,0.7089936389503293
230,etth1fore,0.7092904170231119
231,sysbp,0.7096024840738447
232,gestureclass,0.7139559716645341
233,diasbp,0.7180949292484334
234,gestureclass,0.7215778599330247
235,trafficfore,0.7259671243019784
236,gestureclass,0.7353220788106838
237,sysbp,0.737443995770829
238,weatherfore,0.7420865329897726
239,exchangefore,0.7493206852218732
240,sysbp,0.7551820843860938
241,trafficfore,0.7630943244816777
242,gestureclass,0.7639068637928244
243,trafficfore,0.770377709370019
244,trafficfore,0.7728207585795215
245,trafficfore,0.7730196482033246
246,ecgclass,0.7732628001663597
247,exchangefore,0.7769687506171103
248,trafficfore,0.777959427173927
249,gestureclass,0.7791934129034797
250,sysbp,0.7827451842070053
251,trafficfore,0.7849083555507956
252,etth1fore,0.7864134147225991
253,heartrate,0.7917244786267101
254,sysbp,0.7927347270898438
255,trafficfore,0.7996106843942941
256,gestureclass,0.799612049249105
257,eclfore,0.8012966447262861
258,gestureclass,0.8029503050943688
259,diasbp,0.8050338515905908
260,gestureclass,0.8309031238551402
261,weatherfore,0.834801103725311
262,weatherfore,0.8356581776550144
263,eclfore,0.835838846066736
264,trafficfore,0.8368702478001915
265,eclfore,0.8384068912529233
266,sysbp,0.839079335559637
267,ecgclass,0.83965638909822
268,heartrate,0.8400437304142722
269,weatherfore,0.8428188169762401
270,etth1fore,0.8432541934784822
271,weatherfore,0.8438880066731151
272,heartrate,0.8504768693629204
273,gestureclass,0.8624902498365248
274,diasbp,0.8646135928161673
275,trafficfore,0.865924258902155
276,trafficfore,0.8677491212615287
277,ecgclass,0.8700765109789457
278,eclfore,0.8716694689370234
279,eclfore,0.8796041684477415
280,ecgclass,0.8826432455071485
281,etth1fore,0.8842130394372526
282,ecgclass,0.8877013469221362
283,gestureclass,0.8915258923250023
284,heartrate,0.8949198172734474
285,heartrate,0.8955223499550379
286,diasbp,0.9012114407001341
287,trafficfore,0.9060987200286909
288,sysbp,0.9075589739979089
289,exchangefore,0.9107426806104035
290,diasbp,0.9126771447959314
291,ecgclass,0.9144777784920815
292,trafficfore,0.9212316086201385
293,gestureclass,0.9247775747728323
294,trafficfore,0.9304680321109869
295,trafficfore,0.9324098945930706
296,heartrate,0.9389167776468733
297,heartrate,0.943071105496817
298,trafficfore,0.9448390418951003
299,sysbp,0.9452352116166433
300,gestureclass,0.9534734824625352
301,eclfore,0.9551707508196577
302,trafficfore,0.9609932937674514
303,heartrate,0.9720298917274166
304,exchangefore,0.9759926277105415
305,exchangefore,0.9774960209648558
306,weatherfore,0.9842638506429418
307,gestureclass,0.9877744713352149
308,exchangefore,1.0014289547561037
309,sysbp,1.005278712320617
310,weatherfore,1.0112145594238107
311,heartrate,1.0131398181437357
312,heartrate,1.0141145046704365
313,exchangefore,1.0172026243469003
314,diasbp,1.0191580351108134
315,heartrate,1.0193987259316908
316,diasbp,1.021585171251856
317,heartrate,1.0228798233061802
318,sysbp,1.0231274725499249
319,gestureclass,1.0231795033231494
320,exchangefore,1.027307057844441
321,sysbp,1.0352469419716623
322,heartrate,1.0364574284764214
323,ecgclass,1.0379338717581608
324,weatherfore,1.0496347613826502
325,etth1fore,1.0541143835545248
326,exchangefore,1.0577200991341753
327,etth1fore,1.0587356649652269
328,exchangefore,1.0608077870750714
329,weatherfore,1.0609501565238444
330,gestureclass,1.0620757669561827
331,weatherfore,1.0675539338711482
332,etth1fore,1.0676457194046647
333,weatherfore,1.0698656179423822
334,sysbp,1.077020514363111
335,exchangefore,1.0795869860404526
336,heartrate,1.081077793124949
337,ecgclass,1.0819318080624338
338,weatherfore,1.0965680793298438
339,gestureclass,1.0965848619898366
340,heartrate,1.1002067182036517
341,etth1fore,1.105179527772245
342,eclfore,1.1059315290085288
343,sysbp,1.1066911089477793
344,trafficfore,1.1136119523164196
345,trafficfore,1.1138960294879359
346,gestureclass,1.1172570907466974
347,eclfore,1.1203163050593425
348,gestureclass,1.120507038337716
349,gestureclass,1.1282706659715604
350,heartrate,1.1308172271003765
351,diasbp,1.1338587107033342
352,etth1fore,1.1340127948827217
353,eclfore,1.1384928603916833
354,trafficfore,1.1436179731696412
355,heartrate,1.1460486571878012
356,sysbp,1.1465202715038223
357,ecgclass,1.150605869809237
358,exchangefore,1.1507042783712242
359,diasbp,1.150751671184879
360,diasbp,1.1514587087514767
361,eclfore,1.1516575437888972
362,sysbp,1.1535348818862636
363,eclfore,1.1566321036019145
364,diasbp,1.1571166754970503
365,exchangefore,1.158583551364482
366,weatherfore,1.172813809409871
367,exchangefore,1.1736544850861832
368,trafficfore,1.1744921864873528
369,trafficfore,1.1746970183238126
370,gestureclass,1.1761626939669905
371,etth1fore,1.1786235802798122
372,weatherfore,1.1791913041063184
373,trafficfore,1.1830591461389235
374,eclfore,1.1858109869723616
375,trafficfore,1.188040057987846
376,ecgclass,1.1881022953215135
377,exchangefore,1.1906473701626852
378,sysbp,1.1921995638041594
379,trafficfore,1.194486816215996
380,eclfore,1.1963411302719806
381,diasbp,1.1971104437441875
382,eclfore,1.1981380801312422
383,weatherfore,1.1981668751781425
