task,t_center,arrival_rps,served_rps,arr_count,srv_count
exchangefore,82.5,8.0,8.0,8.0,8.0
exchangefore,83.5,5.0,3.0,5.0,3.0
exchangefore,84.5,6.0,8.0,6.0,8.0
exchangefore,85.5,4.0,3.0,4.0,3.0
exchangefore,86.5,6.0,7.0,6.0,7.0
exchangefore,87.5,7.0,7.0,7.0,7.0
exchangefore,88.5,9.0,9.0,9.0,9.0
exchangefore,89.5,6.0,5.0,6.0,5.0
exchangefore,90.5,2.0,3.0,2.0,3.0
exchangefore,91.5,5.0,4.0,5.0,4.0
exchangefore,92.5,6.0,7.0,6.0,7.0
exchangefore,93.5,1.0,1.0,1.0,1.0
exchangefore,94.5,6.0,6.0,6.0,6.0
exchangefore,95.5,5.0,5.0,5.0,5.0
exchangefore,96.5,12.0,11.0,12.0,11.0
exchangefore,97.5,1.0,2.0,1.0,2.0
exchangefore,98.5,5.0,5.0,5.0,5.0
exchangefore,99.5,4.0,4.0,4.0,4.0
exchangefore,100.5,2.0,2.0,2.0,2.0
exchangefore,101.5,6.0,6.0,6.0,6.0
exchangefore,102.5,3.0,3.0,3.0,3.0
exchangefore,103.5,3.0,3.0,3.0,3.0
exchangefore,104.5,3.0,2.0,3.0,2.0
exchangefore,105.5,3.0,3.0,3.0,3.0
exchangefore,106.5,6.0,7.0,6.0,7.0
exchangefore,107.5,6.0,4.0,6.0,4.0
exchangefore,108.5,5.0,7.0,5.0,7.0
exchangefore,109.5,9.0,8.0,9.0,8.0
exchangefore,110.5,3.0,3.0,3.0,3.0
exchangefore,111.5,5.0,6.0,5.0,6.0
exchangefore,112.5,9.0,9.0,9.0,9.0
exchangefore,113.5,4.0,4.0,4.0,4.0
exchangefore,114.5,4.0,4.0,4.0,4.0
exchangefore,115.5,8.0,8.0,8.0,8.0
exchangefore,116.5,4.0,4.0,4.0,4.0
exchangefore,117.5,5.0,5.0,5.0,5.0
exchangefore,118.5,5.0,5.0,5.0,5.0
exchangefore,119.5,5.0,5.0,5.0,5.0
heartrate,0.5,8.0,8.0,8.0,8.0
heartrate,1.5,4.0,3.0,4.0,3.0
heartrate,2.5,4.0,5.0,4.0,5.0
heartrate,3.5,5.0,4.0,5.0,4.0
heartrate,4.5,2.0,3.0,2.0,3.0
heartrate,5.5,7.0,7.0,7.0,7.0
heartrate,6.5,9.0,9.0,9.0,9.0
heartrate,7.5,1.0,1.0,1.0,1.0
heartrate,8.5,6.0,6.0,6.0,6.0
heartrate,9.5,9.0,7.0,9.0,7.0
heartrate,10.5,3.0,4.0,3.0,4.0
heartrate,11.5,8.0,8.0,8.0,8.0
heartrate,12.5,4.0,5.0,4.0,5.0
heartrate,13.5,3.0,3.0,3.0,3.0
heartrate,14.5,4.0,4.0,4.0,4.0
heartrate,15.5,2.0,2.0,2.0,2.0
heartrate,16.5,3.0,3.0,3.0,3.0
heartrate,17.5,4.0,4.0,4.0,4.0
heartrate,18.5,3.0,2.0,3.0,2.0
heartrate,19.5,2.0,3.0,2.0,3.0
heartrate,20.5,5.0,5.0,5.0,5.0
heartrate,21.5,8.0,7.0,8.0,7.0
heartrate,22.5,3.0,3.0,3.0,3.0
heartrate,23.5,5.0,5.0,5.0,5.0
heartrate,24.5,2.0,2.0,2.0,2.0
heartrate,25.5,4.0,4.0,4.0,4.0
heartrate,26.5,7.0,8.0,7.0,8.0
heartrate,27.5,5.0,5.0,5.0,5.0
heartrate,28.5,2.0,2.0,2.0,2.0
heartrate,29.5,7.0,7.0,7.0,7.0
heartrate,30.5,3.0,2.0,3.0,2.0
heartrate,31.5,4.0,5.0,4.0,5.0
heartrate,32.5,2.0,2.0,2.0,2.0
heartrate,33.5,4.0,4.0,4.0,4.0
heartrate,34.5,1.0,1.0,1.0,1.0
heartrate,35.5,4.0,4.0,4.0,4.0
heartrate,36.5,5.0,5.0,5.0,5.0
heartrate,37.5,3.0,2.0,3.0,2.0
heartrate,38.5,4.0,5.0,4.0,5.0
heartrate,39.5,5.0,5.0,5.0,5.0
heartrate,40.5,7.0,7.0,7.0,7.0
heartrate,41.5,7.0,7.0,7.0,7.0
heartrate,42.5,5.0,3.0,5.0,3.0
heartrate,43.5,5.0,7.0,5.0,7.0
heartrate,44.5,6.0,6.0,6.0,6.0
heartrate,45.5,3.0,3.0,3.0,3.0
heartrate,46.5,3.0,3.0,3.0,3.0
heartrate,47.5,5.0,5.0,5.0,5.0
heartrate,48.5,2.0,2.0,2.0,2.0
heartrate,49.5,8.0,6.0,8.0,6.0
heartrate,50.5,3.0,4.0,3.0,4.0
heartrate,51.5,3.0,4.0,3.0,4.0
heartrate,52.5,6.0,5.0,6.0,5.0
heartrate,53.5,8.0,8.0,8.0,8.0
heartrate,54.5,6.0,7.0,6.0,7.0
heartrate,55.5,3.0,3.0,3.0,3.0
heartrate,56.5,2.0,2.0,2.0,2.0
heartrate,57.5,7.0,7.0,7.0,7.0
heartrate,58.5,4.0,4.0,4.0,4.0
heartrate,59.5,4.0,4.0,4.0,4.0
heartrate,60.5,5.0,5.0,5.0,5.0
heartrate,61.5,5.0,5.0,5.0,5.0
heartrate,62.5,5.0,5.0,5.0,5.0
heartrate,63.5,5.0,4.0,5.0,4.0
heartrate,64.5,5.0,5.0,5.0,5.0
heartrate,65.5,5.0,6.0,5.0,6.0
heartrate,66.5,2.0,2.0,2.0,2.0
heartrate,67.5,5.0,5.0,5.0,5.0
heartrate,68.5,2.0,2.0,2.0,2.0
heartrate,69.5,8.0,5.0,8.0,5.0
heartrate,70.5,6.0,9.0,6.0,9.0
heartrate,71.5,3.0,3.0,3.0,3.0
heartrate,72.5,5.0,5.0,5.0,5.0
heartrate,73.5,5.0,5.0,5.0,5.0
heartrate,74.5,5.0,3.0,5.0,3.0
heartrate,75.5,5.0,6.0,5.0,6.0
heartrate,76.5,2.0,3.0,2.0,3.0
heartrate,77.5,6.0,6.0,6.0,6.0
heartrate,78.5,9.0,9.0,9.0,9.0
heartrate,79.5,6.0,6.0,6.0,6.0
heartrate,81.5,4.0,4.0,4.0,4.0
heartrate,82.5,9.0,9.0,9.0,9.0
heartrate,83.5,1.0,1.0,1.0,1.0
heartrate,84.5,6.0,6.0,6.0,6.0
heartrate,85.5,9.0,8.0,9.0,8.0
heartrate,86.5,2.0,3.0,2.0,3.0
heartrate,87.5,4.0,4.0,4.0,4.0
heartrate,88.5,6.0,4.0,6.0,4.0
heartrate,89.5,6.0,8.0,6.0,8.0
heartrate,90.5,1.0,1.0,1.0,1.0
heartrate,91.5,8.0,8.0,8.0,8.0
heartrate,92.5,5.0,5.0,5.0,5.0
heartrate,93.5,4.0,4.0,4.0,4.0
heartrate,94.5,5.0,2.0,5.0,2.0
heartrate,95.5,4.0,7.0,4.0,7.0
heartrate,96.5,5.0,5.0,5.0,5.0
heartrate,97.5,3.0,2.0,3.0,2.0
heartrate,98.5,5.0,4.0,5.0,4.0
heartrate,99.5,4.0,6.0,4.0,6.0
heartrate,100.5,3.0,3.0,3.0,3.0
heartrate,101.5,5.0,5.0,5.0,5.0
heartrate,102.5,8.0,7.0,8.0,7.0
heartrate,103.5,8.0,9.0,8.0,9.0
heartrate,104.5,5.0,5.0,5.0,5.0
heartrate,105.5,8.0,5.0,8.0,5.0
heartrate,106.5,3.0,5.0,3.0,5.0
heartrate,107.5,11.0,11.0,11.0,11.0
heartrate,108.5,5.0,6.0,5.0,6.0
heartrate,109.5,7.0,6.0,7.0,6.0
heartrate,110.5,2.0,3.0,2.0,3.0
heartrate,111.5,7.0,6.0,7.0,6.0
heartrate,112.5,6.0,7.0,6.0,7.0
heartrate,113.5,5.0,5.0,5.0,5.0
heartrate,114.5,5.0,5.0,5.0,5.0
heartrate,115.5,9.0,9.0,9.0,9.0
heartrate,116.5,6.0,5.0,6.0,5.0
heartrate,117.5,2.0,3.0,2.0,3.0
heartrate,118.5,2.0,2.0,2.0,2.0
heartrate,119.5,3.0,3.0,3.0,3.0
trafficfore,0.5,5.0,5.0,5.0,5.0
trafficfore,1.5,5.0,5.0,5.0,5.0
trafficfore,2.5,3.0,3.0,3.0,3.0
trafficfore,3.5,5.0,5.0,5.0,5.0
trafficfore,4.5,10.0,10.0,10.0,10.0
trafficfore,5.5,9.0,9.0,9.0,9.0
trafficfore,6.5,3.0,3.0,3.0,3.0
trafficfore,7.5,7.0,7.0,7.0,7.0
trafficfore,8.5,4.0,4.0,4.0,4.0
trafficfore,9.5,3.0,3.0,3.0,3.0
trafficfore,10.5,8.0,7.0,8.0,7.0
trafficfore,11.5,5.0,6.0,5.0,6.0
trafficfore,12.5,4.0,4.0,4.0,4.0
trafficfore,13.5,6.0,6.0,6.0,6.0
trafficfore,14.5,5.0,5.0,5.0,5.0
trafficfore,15.5,3.0,3.0,3.0,3.0
trafficfore,16.5,2.0,1.0,2.0,1.0
trafficfore,17.5,3.0,4.0,3.0,4.0
trafficfore,18.5,5.0,4.0,5.0,4.0
trafficfore,19.5,4.0,5.0,4.0,5.0
trafficfore,20.5,5.0,5.0,5.0,5.0
trafficfore,21.5,1.0,0.0,1.0,0.0
trafficfore,22.5,7.0,6.0,7.0,6.0
trafficfore,23.5,5.0,7.0,5.0,7.0
trafficfore,24.5,3.0,3.0,3.0,3.0
trafficfore,25.5,5.0,5.0,5.0,5.0
trafficfore,26.5,6.0,6.0,6.0,6.0
trafficfore,27.5,5.0,5.0,5.0,5.0
trafficfore,28.5,6.0,6.0,6.0,6.0
trafficfore,29.5,6.0,6.0,6.0,6.0
trafficfore,30.5,64.0,60.0,64.0,60.0
trafficfore,31.5,56.0,56.0,56.0,56.0
trafficfore,32.5,41.0,43.0,41.0,43.0
trafficfore,33.5,61.0,62.0,61.0,62.0
trafficfore,34.5,51.0,48.0,51.0,48.0
trafficfore,35.5,46.0,46.0,46.0,46.0
trafficfore,36.5,36.0,38.0,36.0,38.0
trafficfore,37.5,39.0,34.0,39.0,34.0
trafficfore,38.5,48.0,49.0,48.0,49.0
trafficfore,39.5,48.0,46.0,48.0,46.0
trafficfore,40.5,49.0,49.0,49.0,49.0
trafficfore,41.5,47.0,51.0,47.0,51.0
trafficfore,42.5,37.0,40.0,37.0,40.0
trafficfore,43.5,38.0,37.0,38.0,37.0
trafficfore,44.5,44.0,42.0,44.0,42.0
trafficfore,45.5,43.0,46.0,43.0,46.0
trafficfore,46.5,37.0,35.0,37.0,35.0
trafficfore,47.5,47.0,45.0,47.0,45.0
trafficfore,48.5,57.0,56.0,57.0,56.0
trafficfore,49.5,52.0,54.0,52.0,54.0
trafficfore,50.5,61.0,63.0,61.0,63.0
trafficfore,51.5,47.0,44.0,47.0,44.0
trafficfore,52.5,40.0,41.0,40.0,41.0
trafficfore,53.5,62.0,59.0,62.0,59.0
trafficfore,54.5,55.0,59.0,55.0,59.0
trafficfore,55.5,54.0,55.0,54.0,55.0
trafficfore,56.5,41.0,38.0,41.0,38.0
trafficfore,57.5,47.0,50.0,47.0,50.0
trafficfore,58.5,55.0,50.0,55.0,50.0
trafficfore,59.5,54.0,58.0,54.0,58.0
trafficfore,60.5,48.0,47.0,48.0,47.0
trafficfore,61.5,47.0,44.0,47.0,44.0
trafficfore,62.5,54.0,58.0,54.0,58.0
trafficfore,63.5,49.0,50.0,49.0,50.0
trafficfore,64.5,45.0,42.0,45.0,42.0
trafficfore,65.5,35.0,39.0,35.0,39.0
trafficfore,66.5,57.0,49.0,57.0,49.0
trafficfore,67.5,42.0,48.0,42.0,48.0
trafficfore,68.5,50.0,45.0,50.0,45.0
trafficfore,69.5,50.0,54.0,50.0,54.0
trafficfore,70.5,47.0,50.0,47.0,50.0
trafficfore,71.5,42.0,41.0,42.0,41.0
trafficfore,72.5,53.0,48.0,53.0,48.0
trafficfore,73.5,50.0,52.0,50.0,52.0
trafficfore,74.5,52.0,51.0,52.0,51.0
trafficfore,75.5,64.0,63.0,64.0,63.0
trafficfore,76.5,51.0,55.0,51.0,55.0
trafficfore,77.5,45.0,46.0,45.0,46.0
trafficfore,78.5,39.0,37.0,39.0,37.0
trafficfore,79.5,40.0,42.0,40.0,42.0
trafficfore,80.5,54.0,55.0,54.0,55.0
trafficfore,81.5,35.0,31.0,35.0,31.0
trafficfore,82.5,53.0,47.0,53.0,47.0
trafficfore,83.5,55.0,61.0,55.0,61.0
trafficfore,84.5,51.0,49.0,51.0,49.0
trafficfore,85.5,56.0,62.0,56.0,62.0
trafficfore,86.5,54.0,45.0,54.0,45.0
trafficfore,87.5,51.0,59.0,51.0,59.0
trafficfore,88.5,57.0,57.0,57.0,57.0
trafficfore,89.5,36.0,33.0,36.0,33.0
trafficfore,90.5,54.0,58.0,54.0,58.0
trafficfore,91.5,50.0,47.0,50.0,47.0
trafficfore,92.5,41.0,41.0,41.0,41.0
trafficfore,93.5,42.0,43.0,42.0,43.0
trafficfore,94.5,42.0,41.0,42.0,41.0
trafficfore,95.5,48.0,45.0,48.0,45.0
trafficfore,96.5,61.0,60.0,61.0,60.0
trafficfore,97.5,39.0,47.0,39.0,47.0
trafficfore,98.5,49.0,45.0,49.0,45.0
trafficfore,99.5,70.0,66.0,70.0,66.0
trafficfore,100.5,45.0,47.0,45.0,47.0
trafficfore,101.5,47.0,50.0,47.0,50.0
trafficfore,102.5,47.0,49.0,47.0,49.0
trafficfore,103.5,42.0,37.0,42.0,37.0
trafficfore,104.5,53.0,54.0,53.0,54.0
trafficfore,105.5,48.0,44.0,48.0,44.0
trafficfore,106.5,64.0,66.0,64.0,66.0
trafficfore,107.5,49.0,49.0,49.0,49.0
trafficfore,108.5,49.0,50.0,49.0,50.0
trafficfore,109.5,49.0,54.0,49.0,54.0
trafficfore,110.5,56.0,49.0,56.0,49.0
trafficfore,111.5,48.0,54.0,48.0,54.0
trafficfore,112.5,47.0,44.0,47.0,44.0
trafficfore,113.5,54.0,52.0,54.0,52.0
trafficfore,114.5,51.0,57.0,51.0,57.0
trafficfore,115.5,53.0,50.0,53.0,50.0
trafficfore,116.5,51.0,50.0,51.0,50.0
trafficfore,117.5,56.0,55.0,56.0,55.0
trafficfore,118.5,47.0,50.0,47.0,50.0
trafficfore,119.5,53.0,49.0,53.0,49.0
trafficfore,120.5,0.0,7.0,0.0,7.0
